FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	DBpedia_URL	label_salary	label_comp	id
2301.0	Northern Michigan University	MI	IIA	571	459	347.0	467.0	749	609	468.0	619.0	149.0	72.0	61.0	21.0	329.0	http://dbpedia.org/resource/Northern_Michigan_University	medium	high	404.0
2307.0	Oakland University	MI	IIA	633	518	432.0	534.0	831	690	582.0	710.0	123.0	142.0	85.0	8.0	358.0	http://dbpedia.org/resource/Oakland_University	high	high	405.0
2308.0	Olivet College	MI	IIB	400	*	306.0	329.0	487	*	357.0	390.0	13.0	4.0	23.0	2.0	44.0	http://dbpedia.org/resource/Olivet_College	low	low	406.0
2326.0	University of Michigan-Dearborn	MI	IIA	552	452	408.0	451.0	701	583	531.0	582.0	70.0	66.0	51.0	0.0	219.0	http://dbpedia.org/resource/University_of_Michigan%E2%80%93Dearborn	medium	medium	408.0
2327.0	University of Michigan-Flint	MI	IIA	566	460	409.0	437.0	708	582	522.0	555.0	43.0	46.0	57.0	1.0	184.0	http://dbpedia.org/resource/University_of_Michigan%E2%80%93Flint	medium	medium	409.0
6771.0	Center for Creative Studies	MI	IIB	401	333	263.0	360.0	489	413	331.0	442.0	29.0	11.0	6.0	2.0	48.0	http://dbpedia.org/resource/College_for_Creative_Studies	medium	low	412.0
9092.0	University of Michigan-Ann Arbor	MI	I	777	577	460.0	605.0	955	731	595.0	760.0	850.0	419.0	472.0	9.0	1968.0	http://dbpedia.org/resource/University_of_Michigan	high	high	413.0
2336.0	Bemidji State University	MN	IIA	490	403	341.0	419.0	629	520	443.0	539.0	91.0	40.0	50.0	11.0	192.0	http://dbpedia.org/resource/Bemidji_State_University	medium	medium	415.0
2340.0	Carleton College	MN	IIB	638	486	394.0	521.0	807	604	505.0	659.0	68.0	36.0	45.0	4.0	155.0	http://dbpedia.org/resource/Carleton_College	high	high	416.0
2341.0	College of Saint Benedict	MN	IIB	493	404	334.0	381.0	595	512	405.0	468.0	18.0	50.0	47.0	8.0	125.0	http://dbpedia.org/resource/College_of_Saint_Benedict_and_Saint_John's_University	medium	medium	417.0
2342.0	College of St. Catherine	MN	IIB	428	369	326.0	356.0	515	448	385.0	427.0	27.0	53.0	54.0	9.0	143.0	http://dbpedia.org/resource/St._Catherine_University	medium	low	418.0
2346.0	Concordia College-Moorhead	MN	IIB	527	419	356.0	413.0	638	503	426.0	496.0	47.0	38.0	60.0	21.0	166.0	http://dbpedia.org/resource/Concordia_College_(Moorhead)	medium	medium	421.0
2353.0	Gustavus Adolphus College	MN	IIB	486	402	338.0	408.0	625	507	423.0	518.0	59.0	47.0	44.0	12.0	162.0	http://dbpedia.org/resource/Gustavus_Adolphus_College	medium	medium	422.0
2354.0	Hamline University	MN	IIA	556	451	342.0	461.0	706	575	424.0	583.0	58.0	29.0	27.0	8.0	128.0	http://dbpedia.org/resource/Hamline_University	medium	medium	423.0
2358.0	Macalester College	MN	IIB	639	492	406.0	514.0	807	622	500.0	645.0	46.0	32.0	36.0	7.0	121.0	http://dbpedia.org/resource/Macalester_College	high	high	424.0
2360.0	Mankato State University	MN	IIA	523	441	371.0	453.0	662	567	482.0	580.0	210.0	138.0	125.0	16.0	489.0	http://dbpedia.org/resource/Minnesota_State_University,_Mankato	medium	medium	425.0
2388.0	University of Minnesota-Duluth	MN	IIA	551	446	386.0	458.0	719	591	520.0	606.0	90.0	112.0	72.0	11.0	285.0	http://dbpedia.org/resource/University_of_Minnesota_Duluth	medium	high	432.0
2389.0	University of Minnesota-Morris	MN	IIB	533	399	334.0	389.0	697	534	457.0	522.0	27.0	23.0	45.0	17.0	112.0	http://dbpedia.org/resource/University_of_Minnesota_Morris	medium	medium	433.0
2449.0	Avila College	MO	IIB	379	340	295.0	317.0	459	404	349.0	377.0	10.0	13.0	17.0	12.0	52.0	http://dbpedia.org/resource/Avila_College	low	low	437.0
2453.0	Central Methodist College	MO	IIB	402	336	252.0	310.0	478	403	308.0	374.0	11.0	20.0	22.0	3.0	56.0	http://dbpedia.org/resource/Central_Methodist_University	low	low	438.0
2460.0	Culver-Stockton College	MO	IIB	396	348	297.0	332.0	463	406	347.0	388.0	9.0	20.0	22.0	1.0	52.0	http://dbpedia.org/resource/Culver%E2%80%93Stockton_College	low	low	440.0
2461.0	Drury College	MO	IIB	448	394	323.0	375.0	546	483	400.0	460.0	26.0	23.0	31.0	2.0	87.0	http://dbpedia.org/resource/Drury_University	medium	medium	441.0
2479.0	Lincoln University	MO	IIA	414	335	282.0	308.0	506	413	350.0	381.0	22.0	22.0	45.0	30.0	119.0	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)	low	low	442.0
2480.0	Lindenwood College	MO	IIA	416	367	306.0	340.0	477	422	354.0	392.0	15.0	27.0	55.0	0.0	97.0	http://dbpedia.org/resource/Lindenwood_University	low	low	443.0
2489.0	Missouri Valley College	MO	IIB	*	318	285.0	302.0	*	379	334.0	357.0	4.0	18.0	22.0	3.0	47.0	http://dbpedia.org/resource/Missouri_Valley_College	low	low	445.0
2490.0	Missouri Western State College	MO	IIB	473	393	334.0	385.0	580	483	414.0	474.0	44.0	44.0	64.0	9.0	161.0	http://dbpedia.org/resource/Missouri_Western_State_University	medium	medium	446.0
2498.0	Park College	MO	IIB	341	320	283.0	299.0	407	388	336.0	356.0	10.0	8.0	24.0	3.0	45.0	http://dbpedia.org/resource/Park_College_of_Engineering_and_Technology	low	low	447.0
2499.0	Rockhurst College	MO	IIB	448	380	350.0	369.0	548	460	422.0	448.0	15.0	31.0	33.0	9.0	88.0	http://dbpedia.org/resource/Rockhurst_University	medium	medium	448.0
2500.0	College of The Ozarks	MO	IIB	446	392	350.0	393.0	547	483	425.0	482.0	27.0	25.0	23.0	4.0	79.0	http://dbpedia.org/resource/College_of_the_Ozarks	medium	medium	449.0
2506.0	Saint Louis University	MO	I	657	475	402.0	500.0	783	575	484.0	600.0	133.0	111.0	120.0	31.0	395.0	http://dbpedia.org/resource/Saint_Louis_University	high	high	450.0
2516.0	University of Missouri-Columbia	MO	I	603	456	407.0	485.0	729	560	499.0	592.0	336.0	256.0	244.0	63.0	899.0	http://dbpedia.org/resource/University_of_Missouri	medium	medium	452.0
2517.0	University of Missouri-Rolla	MO	I	663	508	454.0	564.0	802	626	557.0	686.0	114.0	79.0	56.0	4.0	253.0	http://dbpedia.org/resource/Missouri_University_of_Science_and_Technology	high	high	453.0
2518.0	University of Missouri-Kansas City	MO	I	580	445	381.0	473.0	702	545	467.0	577.0	151.0	167.0	107.0	9.0	434.0	http://dbpedia.org/resource/University_of_Missouri%E2%80%93Kansas_City	medium	medium	454.0
2519.0	University of Missouri-St. Louis	MO	I	576	460	412.0	476.0	699	561	503.0	579.0	86.0	103.0	110.0	5.0	304.0	http://dbpedia.org/resource/University_of_Missouri%E2%80%93St._Louis	medium	medium	455.0
2520.0	Washington University	MO	I	782	534	451.0	601.0	952	652	540.0	730.0	264.0	136.0	175.0	18.0	620.0	http://dbpedia.org/resource/Washington_University_Libraries	high	high	456.0
2521.0	Webster University	MO	IIA	505	435	325.0	395.0	623	542	414.0	495.0	28.0	29.0	55.0	0.0	115.0	http://dbpedia.org/resource/Webster_University	medium	medium	457.0
2523.0	Westminster College	MO	IIB	451	390	298.0	381.0	549	481	361.0	465.0	17.0	17.0	12.0	4.0	50.0	http://dbpedia.org/resource/Westminster_College_(Pennsylvania)	medium	medium	458.0
2524.0	William Jewell College	MO	IIB	422	342	306.0	364.0	529	458	391.0	463.0	42.0	12.0	31.0	3.0	88.0	http://dbpedia.org/resource/William_Jewell_College	medium	medium	459.0
2525.0	William Woods University	MO	IIB	370	303	290.0	312.0	476	374	350.0	390.0	13.0	13.0	13.0	5.0	45.0	http://dbpedia.org/resource/William_Woods_University	low	low	460.0
9089.0	Hannibal-LaGrange College	MO	IIB	*	284	248.0	258.0	*	366	308.0	324.0	4.0	8.0	21.0	5.0	38.0	http://dbpedia.org/resource/Hannibal-LaGrange_University	low	low	461.0
2396.0	Alcorn State University	MS	IIB	419	371	326.0	320.0	534	473	414.0	406.0	25.0	35.0	35.0	73.0	168.0	http://dbpedia.org/resource/Alcorn_State_University	low	low	462.0
2397.0	Belhaven College	MS	IIB	364	304	298.0	314.0	423	355	348.0	366.0	9.0	8.0	15.0	2.0	34.0	http://dbpedia.org/resource/Belhaven_University	low	low	463.0
2410.0	Jackson State University	MS	IIA	425	391	337.0	362.0	511	471	407.0	436.0	81.0	79.0	114.0	54.0	328.0	http://dbpedia.org/resource/Jackson_State_University	medium	low	465.0
2414.0	Millsaps College	MS	IIB	498	376	322.0	387.0	615	478	381.0	475.0	25.0	27.0	29.0	4.0	85.0	http://dbpedia.org/resource/Millsaps_College	medium	medium	466.0
2433.0	Rust College	MS	IIB	341	280	302.0	285.0	382	313	337.0	318.0	11.0	8.0	24.0	18.0	61.0	http://dbpedia.org/resource/Rust_College	low	low	468.0
2439.0	Tougaloo College	MS	IIB	300	267	244.0	262.0	370	327	289.0	318.0	17.0	22.0	18.0	9.0	66.0	http://dbpedia.org/resource/Tougaloo_College	low	low	469.0
2440.0	University of Mississippi	MS	I	558	428	384.0	440.0	676	524	471.0	537.0	138.0	111.0	158.0	29.0	439.0	http://dbpedia.org/resource/University_of_Mississippi	medium	medium	470.0
2441.0	University of Southern Mississippi	MS	I	562	438	352.0	438.0	664	520	420.0	520.0	183.0	162.0	160.0	58.0	563.0	http://dbpedia.org/resource/University_of_Southern_Mississippi	medium	medium	471.0
2526.0	Carroll College	MT	IIB	394	343	285.0	326.0	478	413	344.0	394.0	12.0	23.0	29.0	0.0	64.0	http://dbpedia.org/resource/Carroll_College_(Montana)	low	low	472.0
2527.0	College of Great Falls	MT	IIB	361	305	258.0	299.0	459	367	312.0	364.0	10.0	19.0	7.0	7.0	43.0	http://dbpedia.org/resource/University_of_Great_Falls	low	low	473.0
2530.0	Eastern Montana College	MT	IIA	409	358	292.0	348.0	500	440	364.0	430.0	47.0	41.0	48.0	5.0	141.0	http://dbpedia.org/resource/Montana_State_University_Billings	low	low	474.0
2532.0	Montana State University	MT	I	497	397	346.0	407.0	602	487	427.0	498.0	154.0	146.0	144.0	24.0	468.0	http://dbpedia.org/resource/Montana_State_University	medium	medium	475.0
2536.0	University of Montana	MT	I	446	365	323.0	392.0	537	442	395.0	474.0	200.0	79.0	95.0	16.0	390.0	http://dbpedia.org/resource/University_of_Montana	medium	medium	476.0
2908.0	Barton College	NC	IIB	348	312	299.0	311.0	411	372	349.0	365.0	18.0	25.0	37.0	3.0	84.0	http://dbpedia.org/resource/Barton_College	low	low	478.0
2909.0	Barber-Scotia College	NC	IIB	352	312	287.0	297.0	412	360	335.0	347.0	13.0	12.0	14.0	13.0	52.0	http://dbpedia.org/resource/Barber%E2%80%93Scotia_College	low	low	479.0
2910.0	Belmont Abbey College	NC	IIB	348	316	281.0	309.0	434	392	350.0	384.0	8.0	21.0	17.0	0.0	46.0	http://dbpedia.org/resource/Belmont_Abbey_College	low	low	480.0
2911.0	Bennett College	NC	IIB	351	377	300.0	323.0	418	437	346.0	375.0	9.0	16.0	16.0	11.0	52.0	http://dbpedia.org/resource/Bennett_College	low	low	481.0
2914.0	Catawba College	NC	IIB	395	326	288.0	342.0	490	394	345.0	418.0	30.0	12.0	23.0	1.0	66.0	http://dbpedia.org/resource/Catawba_College	low	low	482.0
2918.0	Davidson College	NC	IIB	626	460	356.0	506.0	801	591	440.0	644.0	60.0	34.0	32.0	4.0	130.0	http://dbpedia.org/resource/Davidson_College	high	high	483.0
2920.0	Duke University	NC	I	854	584	459.0	699.0	1055	728	553.0	862.0	330.0	149.0	141.0	0.0	620.0	http://dbpedia.org/resource/Duke_University	high	high	484.0
2927.0	Elon College	NC	IIB	459	388	331.0	372.0	572	482	401.0	456.0	30.0	38.0	64.0	6.0	138.0	http://dbpedia.org/resource/Elon_University	medium	medium	486.0
2930.0	Greensboro College	NC	IIB	377	331	309.0	333.0	456	400	367.0	404.0	11.0	21.0	10.0	2.0	44.0	http://dbpedia.org/resource/Greensboro_College	low	low	488.0
2931.0	Guilford College	NC	IIB	492	414	338.0	410.0	615	505	407.0	503.0	32.0	22.0	29.0	5.0	90.0	http://dbpedia.org/resource/Guilford_College	medium	medium	489.0
2936.0	Johnson C. Smith University	NC	IIB	408	357	303.0	327.0	485	427	367.0	394.0	11.0	27.0	34.0	12.0	84.0	http://dbpedia.org/resource/Johnson_C._Smith_University	low	low	491.0
2942.0	Livingstone College	NC	IIB	*	257	263.0	259.0	*	292	298.0	294.0	5.0	12.0	22.0	14.0	53.0	http://dbpedia.org/resource/Livingstone_College	low	low	492.0
2944.0	Mars Hill College	NC	IIB	356	308	259.0	309.0	426	378	309.0	372.0	35.0	16.0	18.0	11.0	80.0	http://dbpedia.org/resource/Mars_Hill_College	low	low	493.0
2945.0	Meredith College	NC	IIB	440	373	328.0	366.0	517	442	387.0	431.0	26.0	30.0	31.0	16.0	103.0	http://dbpedia.org/resource/Meredith_College	medium	low	494.0
2946.0	Methodist College	NC	IIB	348	309	295.0	316.0	416	371	353.0	379.0	21.0	21.0	19.0	1.0	62.0	http://dbpedia.org/resource/Methodist_College_Belfast	low	low	495.0
2954.0	Pembroke State University	NC	IIA	538	403	341.0	413.0	655	495	421.0	505.0	49.0	32.0	31.0	2.0	143.0	http://dbpedia.org/resource/University_of_North_Carolina_at_Pembroke	medium	medium	497.0
2957.0	Queens College	NC	IIB	427	360	319.0	350.0	511	437	384.0	422.0	14.0	21.0	20.0	8.0	63.0	http://dbpedia.org/resource/Queens'_College,_Cambridge	medium	low	499.0
2960.0	Salem College	NC	IIB	378	349	283.0	324.0	466	451	349.0	407.0	9.0	15.0	17.0	3.0	44.0	http://dbpedia.org/resource/Salem_College	low	low	500.0
2962.0	Shaw University	NC	IIB	*	321	293.0	292.0	*	383	348.0	345.0	5.0	19.0	43.0	25.0	92.0	http://dbpedia.org/resource/Shaw_University	low	low	501.0
2978.0	Wake Forest University	NC	IIA	685	526	433.0	557.0	837	641	508.0	674.0	135.0	86.0	74.0	18.0	323.0	http://dbpedia.org/resource/Wake_Forest_University	high	high	502.0
2981.0	Western Carolina University	NC	IIA	515	439	364.0	414.0	627	537	448.0	506.0	71.0	106.0	93.0	1.0	319.0	http://dbpedia.org/resource/Western_Carolina_University	medium	medium	504.0
2985.0	Wingate College	NC	IIB	380	308	301.0	320.0	469	385	366.0	394.0	23.0	25.0	24.0	7.0	79.0	http://dbpedia.org/resource/Wingate_University	low	low	505.0
2989.0	Dickinson State University	ND	IIB	402	342	302.0	316.0	506	432	376.0	397.0	9.0	14.0	33.0	13.0	71.0	http://dbpedia.org/resource/Dickinson_State_University	low	low	506.0
2993.0	Mayville State University	ND	IIB	415	*	313.0	340.0	519	*	399.0	429.0	9.0	4.0	21.0	3.0	37.0	http://dbpedia.org/resource/Mayville_State_University	low	low	507.0
2994.0	Minot State University	ND	IIA	457	383	331.0	347.0	563	477	416.0	436.0	34.0	41.0	68.0	16.0	188.0	http://dbpedia.org/resource/Minot_State_University	low	low	508.0
3005.0	University of North Dakota	ND	I	460	391	345.0	379.0	572	489	431.0	473.0	130.0	124.0	163.0	27.0	472.0	http://dbpedia.org/resource/University_of_North_Dakota	medium	medium	509.0
3008.0	Valley City State University	ND	IIB	403	368	313.0	340.0	501	462	383.0	425.0	12.0	14.0	16.0	6.0	54.0	http://dbpedia.org/resource/Valley_City_State_University	low	low	510.0
2539.0	Chadron State College	NE	IIA	491	404	329.0	390.0	593	500	406.0	476.0	33.0	20.0	19.0	19.0	91.0	http://dbpedia.org/resource/Chadron_State_College	medium	medium	511.0
2541.0	Concordia Teachers College	NE	IIB	352	316	282.0	320.0	423	390	357.0	393.0	22.0	16.0	15.0	1.0	54.0	http://dbpedia.org/resource/Concordia_University_(Nebraska)	low	low	513.0
2542.0	Creighton University	NE	IIA	649	462	351.0	437.0	793	562	418.0	529.0	66.0	119.0	127.0	22.0	342.0	http://dbpedia.org/resource/Creighton_University	medium	medium	514.0
2543.0	Dana College	NE	IIB	338	300	276.0	300.0	404	368	336.0	364.0	11.0	11.0	11.0	3.0	36.0	http://dbpedia.org/resource/Dana_College	low	low	515.0
2544.0	Doane College	NE	IIB	436	392	326.0	360.0	521	465	391.0	431.0	17.0	7.0	28.0	5.0	57.0	http://dbpedia.org/resource/Doane_College	medium	low	516.0
2548.0	Hastings College	NE	IIB	426	359	305.0	353.0	516	434	369.0	426.0	19.0	19.0	24.0	4.0	66.0	http://dbpedia.org/resource/Hastings_College	medium	low	517.0
2551.0	University of Nebraska at Kearney	NE	IIA	509	433	365.0	409.0	618	533	448.0	502.0	81.0	89.0	92.0	9.0	309.0	http://dbpedia.org/resource/University_of_Nebraska_at_Kearney	medium	medium	518.0
2553.0	Midland Lutheran College	NE	IIB	372	*	278.0	301.0	449	*	346.0	371.0	14.0	4.0	25.0	9.0	52.0	http://dbpedia.org/resource/Midland_University	low	low	519.0
2554.0	University of Nebraska at Omaha	NE	IIA	528	446	417.0	452.0	635	540	507.0	547.0	149.0	115.0	97.0	36.0	403.0	http://dbpedia.org/resource/University_of_Nebraska_at_Omaha	medium	medium	520.0
2555.0	Nebraska Wesleyan University	NE	IIB	454	381	327.0	396.0	548	468	400.0	481.0	37.0	23.0	25.0	2.0	87.0	http://dbpedia.org/resource/Nebraska_Wesleyan_University	medium	medium	521.0
2559.0	Peru State College	NE	IIB	483	402	308.0	367.0	584	493	385.0	452.0	14.0	8.0	19.0	9.0	50.0	http://dbpedia.org/resource/Peru_State_College	medium	medium	522.0
2563.0	Union College	NE	IIB	290	293	272.0	288.0	358	359	334.0	354.0	18.0	14.0	7.0	1.0	40.0	http://dbpedia.org/resource/Union_College	low	low	523.0
2565.0	University of Nebraska-Lincoln	NE	I	661	477	410.0	523.0	792	584	505.0	635.0	436.0	344.0	316.0	31.0	1127.0	http://dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln	high	high	524.0
9862.0	Clarkson College	NE	IIB	*	407	377.0	368.0	*	469	434.0	425.0	1.0	6.0	8.0	11.0	26.0	http://dbpedia.org/resource/Clarkson_College	medium	low	526.0
2572.0	Colby-Sawyer College	NH	IIB	397	380	277.0	329.0	488	468	349.0	410.0	9.0	9.0	19.0	1.0	38.0	http://dbpedia.org/resource/Colby%E2%80%93Sawyer_College	low	low	527.0
2573.0	Dartmouth College	NH	I	785	536	429.0	610.0	1002	686	532.0	774.0	163.0	89.0	114.0	5.0	371.0	http://dbpedia.org/resource/Dartmouth_College	high	high	528.0
2575.0	Franklin Pierce College	NH	IIB	470	382	323.0	399.0	605	487	412.0	510.0	28.0	29.0	17.0	2.0	76.0	http://dbpedia.org/resource/Franklin_Pierce_University	medium	medium	529.0
2579.0	New England College	NH	IIB	423	329	251.0	327.0	551	437	313.0	423.0	20.0	20.0	23.0	2.0	65.0	http://dbpedia.org/resource/New_England_College	low	low	530.0
2580.0	New Hampshire College	NH	IIA	567	425	356.0	459.0	728	558	464.0	597.0	31.0	32.0	15.0	5.0	83.0	http://dbpedia.org/resource/University_of_New_Hampshire	medium	high	531.0
2584.0	Notre Dame College	NH	IIB	335	299	261.0	286.0	393	383	312.0	349.0	6.0	11.0	13.0	4.0	34.0	http://dbpedia.org/resource/Notre_Dame_College	low	low	532.0
2589.0	University of New Hampshire	NH	I	587	454	375.0	482.0	729	575	483.0	607.0	196.0	253.0	127.0	0.0	576.0	http://dbpedia.org/resource/University_of_New_Hampshire	medium	high	535.0
2599.0	Centenary College	NJ	IIB	*	305	252.0	266.0	*	371	310.0	326.0	1.0	10.0	16.0	9.0	36.0	http://dbpedia.org/resource/Centenary_College_of_Louisiana	low	low	538.0
2600.0	College of Saint Elizabeth	NJ	IIB	426	388	322.0	365.0	490	437	384.0	420.0	9.0	19.0	16.0	3.0	47.0	http://dbpedia.org/resource/College_of_Saint_Elizabeth	medium	low	539.0
2603.0	Drew University	NJ	IIA	603	463	386.0	529.0	762	580	479.0	664.0	61.0	28.0	15.0	4.0	108.0	http://dbpedia.org/resource/Drew_University	high	high	540.0
2608.0	Georgian Court College	NJ	IIB	490	425	373.0	403.0	592	509	450.0	487.0	19.0	13.0	30.0	8.0	71.0	http://dbpedia.org/resource/Georgian_Court_University	medium	medium	541.0
2610.0	Felician College	NJ	IIB	*	351	311.0	320.0	*	422	375.0	385.0	1.0	14.0	24.0	5.0	44.0	http://dbpedia.org/resource/Felician_College	low	low	542.0
2616.0	Monmouth College	NJ	IIA	616	509	408.0	519.0	783	668	523.0	669.0	41.0	55.0	29.0	1.0	126.0	http://dbpedia.org/resource/Monmouth_College	high	high	544.0
2617.0	Montclair State College	NJ	IIA	647	521	417.0	532.0	802	661	541.0	672.0	155.0	130.0	125.0	9.0	419.0	http://dbpedia.org/resource/Montclair_State_University	high	high	545.0
2621.0	New Jersey Institute of Technology	NJ	IIA	771	606	501.0	615.0	976	790	670.0	799.0	104.0	98.0	71.0	0.0	303.0	http://dbpedia.org/resource/New_Jersey_Institute_of_Technology	high	high	546.0
2627.0	Princeton University	NJ	I	963	564	437.0	749.0	1154	686	534.0	901.0	402.0	66.0	179.0	16.0	702.0	http://dbpedia.org/resource/Princeton_University	high	high	549.0
2632.0	Seton Hall University	NJ	IIA	736	557	414.0	553.0	894	683	507.0	675.0	98.0	110.0	101.0	13.0	332.0	http://dbpedia.org/resource/Seton_Hall_University	high	high	551.0
2638.0	Saint Peter's College	NJ	IIB	477	391	317.0	404.0	600	498	412.0	514.0	46.0	42.0	21.0	5.0	117.0	http://dbpedia.org/resource/Saint_Peter's_College_(New_Jersey)	medium	medium	552.0
2642.0	Trenton State College	NJ	IIB	644	524	422.0	525.0	845	691	557.0	690.0	108.0	81.0	123.0	1.0	313.0	http://dbpedia.org/resource/The_College_of_New_Jersey	high	high	554.0
9345.0	Stockton State College	NJ	IIB	656	496	393.0	492.0	790	607	490.0	603.0	47.0	58.0	65.0	8.0	178.0	http://dbpedia.org/resource/Richard_Stockton_College_of_New_Jersey	medium	high	556.0
2093.0	Saint John's College	NM	IIB	*	*	?	442.0	*	*	?	587.0	0.0	0.0	0.0	0.0	53.0	http://dbpedia.org/resource/St._John's_College_(Brantford)	medium	medium	557.0
2568.0	University of Nevada - Reno	NV	I	647	480	390.0	508.0	741	558	458.0	589.0	145.0	133.0	95.0	5.0	403.0	http://dbpedia.org/resource/University_of_Nevada,_Reno	high	medium	558.0
2569.0	University of Nevada-Las Vegas	NV	IIA	596	476	392.0	452.0	699	564	468.0	537.0	152.0	192.0	214.0	0.0	642.0	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas	medium	medium	559.0
2668.0	Alfred University	NY	IIA	520	427	367.0	439.0	641	538	467.0	548.0	46.0	25.0	36.0	6.0	113.0	http://dbpedia.org/resource/Alfred_University	medium	medium	561.0
2671.0	Bard College	NY	IIB	657	460	365.0	521.0	860	605	481.0	683.0	40.0	15.0	29.0	0.0	84.0	http://dbpedia.org/resource/Bard_College	high	high	562.0
2681.0	Canisius College	NY	IIA	542	480	370.0	468.0	679	599	450.0	582.0	57.0	73.0	51.0	0.0	181.0	http://dbpedia.org/resource/Canisius_College	medium	medium	563.0
2685.0	Cazenovia College	NY	IIB	443	354	295.0	337.0	549	445	374.0	423.0	8.0	13.0	21.0	3.0	45.0	http://dbpedia.org/resource/Cazenovia_College	low	low	564.0
2701.0	Colgate University	NY	IIB	669	505	406.0	539.0	848	637	497.0	677.0	78.0	61.0	56.0	3.0	198.0	http://dbpedia.org/resource/Colgate_University	high	high	566.0
2704.0	College of New Rochelle	NY	IIA	539	449	391.0	447.0	693	579	499.0	574.0	11.0	38.0	17.0	1.0	67.0	http://dbpedia.org/resource/College_of_New_Rochelle	medium	medium	568.0
2707.0	Columbia University	NY	I	882	554	452.0	687.0	1136	767	646.0	915.0	477.0	185.0	199.0	11.0	923.0	http://dbpedia.org/resource/Columbia_University	high	high	570.0
2708.0	Barnard College	NY	IIB	733	516	395.0	508.0	943	652	509.0	654.0	49.0	19.0	56.0	6.0	154.0	http://dbpedia.org/resource/Barnard_College	high	high	571.0
2709.0	Concordia College	NY	IIB	352	289	275.0	303.0	436	366	363.0	387.0	11.0	6.0	14.0	1.0	32.0	http://dbpedia.org/resource/Concordia_College_(Moorhead)	low	low	572.0
2712.0	D'Youville College	NY	IIB	404	385	327.0	359.0	485	456	390.0	427.0	15.0	22.0	32.0	7.0	76.0	http://dbpedia.org/resource/D'Youville_College	medium	low	573.0
2713.0	Dominican College	NY	IIB	*	400	354.0	365.0	*	508	438.0	454.0	4.0	10.0	19.0	9.0	42.0	http://dbpedia.org/resource/Dominican_University_College	medium	medium	574.0
2722.0	Fordham University	NY	I	744	573	444.0	590.0	945	729	557.0	748.0	166.0	183.0	140.0	9.0	498.0	http://dbpedia.org/resource/Fordham_University	high	high	576.0
2728.0	Hamilton College	NY	IIB	631	478	377.0	478.0	801	608	475.0	604.0	46.0	37.0	54.0	12.0	149.0	http://dbpedia.org/resource/Hamilton_College_(Iowa)	medium	high	577.0
2735.0	Hilbert College	NY	IIB	318	*	261.0	278.0	376	*	315.0	336.0	6.0	3.0	12.0	7.0	28.0	http://dbpedia.org/resource/Hilbert_College	low	low	581.0
2739.0	Ithaca College	NY	IIB	606	484	366.0	443.0	761	605	461.0	557.0	70.0	153.0	184.0	21.0	428.0	http://dbpedia.org/resource/Ithaca_College	medium	medium	583.0
2744.0	Keuka College	NY	IIB	403	346	283.0	338.0	473	412	335.0	399.0	15.0	8.0	19.0	0.0	42.0	http://dbpedia.org/resource/Keuka_College	low	low	584.0
2748.0	Le Moyne College	NY	IIB	542	455	365.0	445.0	684	576	465.0	564.0	30.0	50.0	36.0	3.0	119.0	http://dbpedia.org/resource/Le_Moyne_College	medium	medium	585.0
2768.0	Marymount College Tarrytown	NY	IIB	426	349	297.0	357.0	546	442	383.0	455.0	17.0	24.0	13.0	2.0	56.0	http://dbpedia.org/resource/Marymount_College,_Tarrytown	medium	medium	588.0
2769.0	Marymount Manhattan College	NY	IIB	*	407	332.0	382.0	*	495	407.0	464.0	4.0	26.0	19.0	0.0	49.0	http://dbpedia.org/resource/Marymount_Manhattan_College	medium	medium	589.0
2772.0	Mercy College	NY	IIB	524	399	341.0	416.0	640	493	423.0	511.0	53.0	38.0	48.0	6.0	149.0	http://dbpedia.org/resource/Mercy_College,_Perth	medium	medium	590.0
2775.0	Molloy College	NY	IIB	541	435	353.0	381.0	697	551	463.0	494.0	16.0	20.0	58.0	22.0	116.0	http://dbpedia.org/resource/Molloy_College	medium	medium	591.0
2777.0	Medaille College	NY	IIB	435	371	276.0	349.0	525	446	322.0	418.0	11.0	16.0	13.0	2.0	43.0	http://dbpedia.org/resource/Medaille_College	low	low	592.0
2778.0	Mount Saint Mary College	NY	IIB	514	407	349.0	395.0	633	505	424.0	482.0	14.0	8.0	23.0	6.0	51.0	http://dbpedia.org/resource/Mount_Saint_Mary_College	medium	medium	593.0
2779.0	Nazareth College of Rochester	NY	IIB	513	428	343.0	430.0	634	533	425.0	532.0	37.0	33.0	35.0	0.0	105.0	http://dbpedia.org/resource/Nazareth_College_(New_York)	medium	medium	594.0
2785.0	New York University	NY	I	887	591	507.0	683.0	1172	785	674.0	905.0	532.0	337.0	252.0	42.0	1231.0	http://dbpedia.org/resource/New_York_University	high	high	595.0
2788.0	Niagara University	NY	IIA	503	430	376.0	443.0	612	524	448.0	537.0	39.0	43.0	24.0	2.0	108.0	http://dbpedia.org/resource/Niagara_University	medium	medium	596.0
