Assuming 9 as type relation
Loading files... 
  Starting wikidata.nt
  Finished wikidata.nt, still running: 0
Loaded 8396749 facts in 55.34 s using 27929 MB
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 32 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  <http://example.com/subclass_of_P279>  ?a  ?g  <http://example.com/subclass_of_P279>  ?b   => ?a  <http://example.com/subclass_of_P279>  ?b	0.016354445	0.038896747	0.051432458	605	15554	11763	-1
?a  <http://example.com/religion_P140>  ?h  ?b  <http://example.com/religion_P140>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.003542938	0.000030897	0.002121204	151	4887209	71186	-1
?h  <http://example.com/part_of_P361>  ?a  ?b  <http://example.com/part_of_P361>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.003144064	0.016453831	0.029810901	134	8144	4495	-1
?b  <http://example.com/part_of_P361>  ?h  ?h  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.019398642	0.027578599	100	5155	3626	-1
?b  <http://example.com/part_of_P361>  ?h  ?h  <http://example.com/preceded_by_P155>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.018497965	0.027593819	100	5406	3624	-1
?b  <http://example.com/part_of_P361>  ?h  ?a  <http://example.com/series_P179>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.013866729	0.04925	0.106066045	591	12000	5572	-1
?a  <http://example.com/part_of_P361>  ?h  ?b  <http://example.com/part_of_P361>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.008540591	0.000084048	0.000084048	364	4330883	4330883	-1
?b  <http://example.com/part_of_P361>  ?h  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.018318373	0.027225701	100	5459	3673	-1
?b  <http://example.com/part_of_P361>  ?h  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.018621974	0.027563396	100	5370	3628	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/airline_hub_P113>  ?b	0.768321513	0.000000005	0.00003098	325	65492328350	10490720	-2
?h  <http://example.com/part_of_P361>  ?a  ?b  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.01551109	0.027862914	100	6447	3589	-1
?a  <http://example.com/part_of_P361>  ?h  ?b  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002510558	0.019925512	0.019925512	107	5370	5370	-1
?a  <http://example.com/subclass_of_P279>  ?h  ?b  <http://example.com/subclass_of_P279>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.003026748	0.000014103	0.003448276	129	9146932	37410	-1
?a  <http://example.com/connecting_line_P81>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.020577194	0.393273543	0.955337691	877	2230	918	-1
?a  <http://example.com/adjacent_station_P197>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.028460817	0.65285253	0.819594595	1213	1858	1480	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.044803018	0.000000041	0.000019544	2660	65492328350	136104181	-1
?h  <http://example.com/part_of_P361>  ?a  ?b  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.015370427	0.027631943	100	6506	3619	-1
?a  <http://example.com/part_of_P361>  ?h  ?b  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002557485	0.019967027	0.019967027	109	5459	5459	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.099812295	0.000004694	0.000269574	4254	906288148	15780453	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/member_of_political_party_P102>  ?b	0.301206045	0.000000969	0.000007692	17757	18319474591	2308407673	-1
?a  <http://example.com/brother_P7>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.003894885	0.700421941	0.922222222	166	237	180	-1
?h  <http://example.com/part_of_P361>  ?b  ?a  <http://example.com/spouse_P26>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.003144064	0.521400778	0.853503185	134	257	157	-1
?a  <http://example.com/child_P40>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.002956359	0.422818792	0.736842105	126	298	171	-1
?h  <http://example.com/part_of_P361>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.128742374	0.843375346	0.861381476	5487	6506	6370	-1
?h  <http://example.com/series_P179>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002862506	0.025217032	0.182361734	122	4838	669	-1
?h  <http://example.com/part_of_P361>  ?b  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.128343501	0.848456647	0.86223203	5470	6447	6344	-1
?a  <http://example.com/preceded_by_P155>  ?h  ?h  <http://example.com/series_P179>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.003073674	0.026833265	0.194074074	131	4882	675	-1
?g  <http://example.com/conflict_P607>  ?a  ?g  <http://example.com/conflict_P607>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.00957297	0.035792613	0.079921645	408	11399	5105	-1
?a  <http://example.com/father_P22>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.003425622	0.542750929	0.874251497	146	269	167	-1
?g  <http://example.com/series_P179>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.003073674	0.02696028	0.193500739	131	4859	677	-1
?g  <http://example.com/preceded_by_P155>  ?a  ?g  <http://example.com/series_P179>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.002862506	0.02456211	0.182361734	122	4967	669	-1
?h  <http://example.com/part_of_P361>  ?b  ?a  <http://example.com/shares_border_with_P47>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.005537306	0.273464658	0.584158416	236	863	404	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.132449554	0.147724596	0.911660207	5645	38213	6192	-1
?h  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?b  ?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.012810887	0.000841765	0.02481367	546	648637	22004	-1
?h  <http://example.com/contains_administrative_territorial_entity_P150>  ?b  ?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.004387611	0.000021714	0.0054648	187	8611778	34219	-1
?g  <http://example.com/adjacent_station_P197>  ?a  ?g  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.031581417	0.655945419	0.830864198	1346	2052	1620	-1
?h  <http://example.com/part_of_P361>  ?b  ?a  <http://example.com/part_of_P361>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.009877992	0.051694499	0.051694499	421	8144	8144	-1
?a  <http://example.com/part_of_P361>  ?h  ?h  <http://example.com/succeeded_by_P156>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.002557485	0.02114452	0.02114452	109	5155	5155	-1
?a  <http://example.com/part_of_P361>  ?h  ?h  <http://example.com/preceded_by_P155>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.002510558	0.019792823	0.019792823	107	5406	5406	-1
?g  <http://example.com/part_of_P361>  ?a  ?g  <http://example.com/preceded_by_P155>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.015335071	0.027762354	100	6521	3602	-1
?g  <http://example.com/brother_P7>  ?a  ?g  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.003754106	0.720720721	0.909090909	160	222	176	-1
?g  <http://example.com/part_of_P361>  ?a  ?g  <http://example.com/succeeded_by_P156>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.002346316	0.015351551	0.02763958	100	6514	3618	-1
?g  <http://example.com/part_of_P361>  ?a  ?g  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.007508212	0.032646399	0.143112701	320	9802	2236	-1
?a  <http://example.com/time_zone_P421>  ?h  ?b  <http://example.com/time_zone_P421>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.032820605	0.00000056	0.000042758	367	655703045	8583285	-1
?g  <http://example.com/part_of_P361>  ?b  ?g  <http://example.com/spouse_P26>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.003144064	0.59030837	0.853503185	134	227	157	-1
?g  <http://example.com/part_of_P361>  ?b  ?g  <http://example.com/shares_border_with_P47>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.005865791	0.301932367	0.605326877	250	828	413	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.031962296	0.000000006	0.000004794	373	65492328350	77806538	-1
?g  <http://example.com/part_of_P361>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.128836227	0.842953638	0.863093367	5491	6514	6362	-1
?h  <http://example.com/contains_administrative_territorial_entity_P150>  ?a  ?b  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.111250224	0.000073314	0.000114869	1244	16968189	10829696	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/is_a_list_of_P360>  ?b	0.040664359	0.000000044	0.000004636	2867	65492328350	618420438	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.114469683	0.000036131	0.000069859	1280	35426884	18322496	-1
?g  <http://example.com/part_of_P361>  ?b  ?g  <http://example.com/preceded_by_P155>  ?a   => ?a  <http://example.com/part_of_P361>  ?b	0.128179259	0.837754946	0.861128625	5463	6521	6344	-1
?h  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a  ?b  <http://example.com/shares_border_with_P47>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.034519764	0.012375365	0.015014197	386	31191	25709	-1
?a  <http://example.com/contains_administrative_territorial_entity_P150>  ?h  ?b  <http://example.com/shares_border_with_P47>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.031032016	0.01445472	0.01661957	347	24006	20879	-1
?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a  ?a  <http://example.com/named_after_P138>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.01278841	0.6875	0.866666667	143	208	165	-1
?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a  ?g  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.009314876	0.099623588	0.776908023	397	3985	511	-1
?g  <http://example.com/child_P40>  ?a  ?g  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/part_of_P361>  ?b	0.003941811	0.467966574	0.852791878	168	359	197	-1
?h  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.07673046	0.001322774	0.001938352	858	648637	442644	-1
?h  <http://example.com/contains_administrative_territorial_entity_P150>  ?a  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.068592381	0.000089064	0.000646613	767	8611778	1186181	-1
?h  <http://example.com/country_P17>  ?a  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.008942944	0.00016954	0.000185785	100	589833	538257	-1
?a  <http://example.com/country_of_citizenship_P27>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/child_P40>  ?b	0.16352239	0.000000899	0.00004158	5452	6064575328	131121395	-2
?a  <http://example.com/contains_administrative_territorial_entity_P150>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.069218387	0.002180884	0.003064995	774	354902	252529	-1
?a  <http://example.com/contains_administrative_territorial_entity_P150>  ?b  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a   => ?a  <http://example.com/capital_P36>  ?b	0.380075121	0.048770972	0.067121514	4250	87142	63318	-1
?h  <http://example.com/capital_P36>  ?b  ?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.121981756	0.004104292	0.14644621	1364	332335	9314	-1
?g  <http://example.com/country_P17>  ?a  ?g  <http://example.com/headquarters_location_P159>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.012698981	0.147916667	0.173170732	142	960	820	-1
?h  <http://example.com/brother_P7>  ?a  ?b  <http://example.com/brother_P7>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.206621005	0.077499465	0.322638146	362	4671	1122	-1
?b  <http://example.com/brother_P7>  ?h  ?h  <http://example.com/sister_P9>  ?a   => ?a  <http://example.com/sister_P9>  ?b	0.137557078	0.197379197	0.423550088	241	1221	569	-1
?a  <http://example.com/brother_P7>  ?h  ?b  <http://example.com/brother_P7>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.363013699	0.100031456	0.347921225	636	6358	1828	-1
?a  <http://example.com/is_a_list_of_P360>  ?h  ?b  <http://example.com/is_a_list_of_P360>  ?h   => ?a  <http://example.com/part_of_P361>  ?b	0.002721727	0.000000029	0.000023603	116	4056413829	4914622	-1
?h  <http://example.com/sister_P9>  ?a  ?b  <http://example.com/sister_P9>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.167237443	0.253022453	0.25769569	293	1158	1137	-1
?h  <http://example.com/brother_P7>  ?a  ?b  <http://example.com/sister_P9>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.14783105	0.172551632	0.18226601	259	1501	1421	-1
?a  <http://example.com/sister_P9>  ?h  ?b  <http://example.com/sister_P9>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.320205479	0.198795181	0.198795181	561	2822	2822	-1
?h  <http://example.com/child_P40>  ?a  ?b  <http://example.com/father_P22>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.550799087	0.01186072	0.339549613	965	81361	2842	-1
?a  <http://example.com/father_P22>  ?h  ?b  <http://example.com/father_P22>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.549657534	0.011580087	0.338013338	963	83160	2849	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/capital_P36>  ?b	0.117599714	0.000001451	0.000549782	1315	906288148	2391857	-1
?h  <http://example.com/child_P40>  ?a  ?b  <http://example.com/mother_P25>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.426940639	0.016861278	0.374	748	44362	2000	-1
?a  <http://example.com/mother_P25>  ?h  ?b  <http://example.com/mother_P25>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.428652968	0.016265621	0.371230845	751	46171	2023	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/military_branch_P241>  ?b	0.110234742	0.000000064	0.000003365	1174	18319474591	348900392	-1
?a  <http://example.com/noble_family_P53>  ?h  ?b  <http://example.com/noble_family_P53>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.065639269	0.000597356	0.028671154	115	192515	4011	-1
?a  <http://example.com/place_of_birth_P19>  ?h  ?b  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.227739726	0.000002044	0.000673737	399	195230238	592219	-1
?h  <http://example.com/child_P40>  ?b  ?a  <http://example.com/father_P22>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.567922374	0.012229447	0.339474582	995	81361	2931	-1
?a  <http://example.com/brother_P7>  ?h  ?h  <http://example.com/sister_P9>  ?b   => ?a  <http://example.com/sister_P9>  ?b	0.366438356	0.525798526	0.798507463	642	1221	804	-1
?h  <http://example.com/child_P40>  ?b  ?a  <http://example.com/mother_P25>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.435502283	0.017199405	0.371832359	763	44362	2052	-1
?h  <http://example.com/sister_P9>  ?b  ?a  <http://example.com/sister_P9>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.321917808	0.487046632	0.487046632	564	1158	1158	-1
?a  <http://example.com/contains_administrative_territorial_entity_P150>  ?g  ?g  <http://example.com/shares_border_with_P47>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.030942586	0.013614543	0.015820759	346	25414	21870	-1
?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a  ?g  <http://example.com/shares_border_with_P47>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.03353604	0.010830325	0.013580068	375	34625	27614	-1
?g  <http://example.com/contains_administrative_territorial_entity_P150>  ?b  ?a  <http://example.com/contains_administrative_territorial_entity_P150>  ?g   => ?a  <http://example.com/capital_P36>  ?b	0.033088893	0.004366915	0.005419419	370	84728	68273	-1
?g  <http://example.com/contains_administrative_territorial_entity_P150>  ?b  ?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a   => ?a  <http://example.com/capital_P36>  ?b	0.033983187	0.004123309	0.005167115	380	92159	73542	-1
?g  <http://example.com/sister_P9>  ?a  ?g  <http://example.com/sister_P9>  ?b   => ?a  <http://example.com/sister_P9>  ?b	0.229452055	0.230372493	0.403614458	402	1745	996	-1
?g  <http://example.com/brother_P7>  ?a  ?g  <http://example.com/sister_P9>  ?b   => ?a  <http://example.com/sister_P9>  ?b	0.284817352	0.650586701	0.957773512	499	767	521	-1
?g  <http://example.com/child_P40>  ?a  ?g  <http://example.com/child_P40>  ?b   => ?a  <http://example.com/sister_P9>  ?b	0.619863014	0.012392875	0.347186701	1086	87631	3128	-1
?g  <http://example.com/place_of_birth_P19>  ?a  ?g  <http://example.com/place_of_death_P20>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.0176176	0.002202594	0.038825384	197	89440	5074	-1
?g  <http://example.com/country_P17>  ?a  ?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.011536398	0.003229683	0.003632575	129	39942	35512	-1
?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a  ?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.010105527	0.001413048	0.00425965	113	79969	26528	-1
?g  <http://example.com/country_of_citizenship_P27>  ?a  ?g  <http://example.com/place_of_birth_P19>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.0176176	0.005593889	0.007410194	197	35217	26585	-1
?g  <http://example.com/country_of_citizenship_P27>  ?a  ?g  <http://example.com/place_of_death_P20>  ?b   => ?a  <http://example.com/capital_P36>  ?b	0.01600787	0.00890193	0.01239698	179	20108	14439	-1
?g  <http://example.com/capital_P36>  ?b  ?g  <http://example.com/contains_administrative_territorial_entity_P150>  ?a   => ?a  <http://example.com/capital_P36>  ?b	0.119388303	0.020835935	0.173444199	1335	64072	7697	-1
?g  <http://example.com/capital_P36>  ?b  ?a  <http://example.com/contains_administrative_territorial_entity_P150>  ?g   => ?a  <http://example.com/capital_P36>  ?b	0.06555178	0.097968458	0.106494261	733	7482	6883	-1
?g  <http://example.com/capital_P36>  ?b  ?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a   => ?a  <http://example.com/capital_P36>  ?b	0.067966375	0.08115323	0.089380219	760	9365	8503	-1
?h  <http://example.com/alma_mater_P69>  ?b  ?a  <http://example.com/child_P40>  ?h   => ?a  <http://example.com/alma_mater_P69>  ?b	0.001598056	0.071724956	0.22787194	121	1687	531	-1
?h  <http://example.com/alma_mater_P69>  ?b  ?a  <http://example.com/father_P22>  ?h   => ?a  <http://example.com/alma_mater_P69>  ?b	0.001386743	0.083135392	0.269922879	105	1263	389	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/named_after_P138>  ?b	0.044723226	0.000000034	0.00001006	631	18319474591	62726528	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/alma_mater_P69>  ?b	0.001835783	0.000000572	0.00000685	139	243194288	20293066	-1
?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?a  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/alma_mater_P69>  ?b	0.021818086	0.000027238	0.000254592	1652	60650350	6488801	-1
?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?a  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/alma_mater_P69>  ?b	0.01547869	0.000023799	0.000205843	1172	49245360	5693662	-1
?g  <http://example.com/alma_mater_P69>  ?b  ?g  <http://example.com/child_P40>  ?a   => ?a  <http://example.com/alma_mater_P69>  ?b	0.001664091	0.075358852	0.242774566	126	1672	519	-1
?h  <http://example.com/genre_P136>  ?b  ?a  <http://example.com/series_P179>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.014536433	0.297586569	0.564490446	1418	4765	2512	-1
?a  <http://example.com/based_on_P144>  ?h  ?h  <http://example.com/genre_P136>  ?b   => ?a  <http://example.com/genre_P136>  ?b	0.002388568	0.065449438	0.115061728	233	3560	2025	-1
?h  <http://example.com/genre_P136>  ?b  ?a  <http://example.com/software_engine_P408>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.001086645	0.630952381	0.630952381	106	168	168	-1
?a  <http://example.com/genre_P136>  ?h  ?b  <http://example.com/genre_P136>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.001260918	0.000000773	0.000000773	123	159073677	159073677	-1
?h  <http://example.com/genre_P136>  ?b  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.081467585	0.665243596	0.77058082	7947	11946	10313	-1
?h  <http://example.com/genre_P136>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.079755607	0.693404635	0.78222401	7780	11220	9946	-1
?a  <http://example.com/genre_P136>  ?h  ?b  <http://example.com/subclass_of_P279>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.028509042	0.00959634	0.00959634	2781	289798	289798	-1
?a  <http://example.com/author_P50>  ?h  ?h  <http://example.com/genre_P136>  ?b   => ?a  <http://example.com/genre_P136>  ?b	0.002685857	0.174783189	0.332909784	262	1499	787	-1
?g  <http://example.com/based_on_P144>  ?a  ?g  <http://example.com/genre_P136>  ?b   => ?a  <http://example.com/genre_P136>  ?b	0.001978513	0.075775422	0.14360119	193	2547	1344	-1
?g  <http://example.com/genre_P136>  ?b  ?g  <http://example.com/series_P179>  ?a   => ?a  <http://example.com/genre_P136>  ?b	0.004315824	0.124005891	0.438541667	421	3395	960	-1
?h  <http://example.com/genre_P136>  ?b  ?a  <http://example.com/performer_musical_artist_P175>  ?h   => ?a  <http://example.com/genre_P136>  ?b	0.00699143	0.04171509	0.452554745	682	16349	1507	-1
?g  <http://example.com/consists_of_P527>  ?a  ?g  <http://example.com/genre_P136>  ?b   => ?a  <http://example.com/genre_P136>  ?b	0.001363431	0.215559157	0.678571429	133	617	196	-1
?a  <http://example.com/noble_family_P53>  ?h  ?b  <http://example.com/noble_family_P53>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.13343594	0.01486118	0.017339394	2861	192515	165000	-1
?a  <http://example.com/religion_P140>  ?h  ?b  <http://example.com/religion_P140>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.040436547	0.000177402	0.000976578	867	4887209	887794	-1
?h  <http://example.com/succeeded_by_P156>  ?a  ?b  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.00732242	0.002206172	0.131270903	157	71164	1196	-1
?a  <http://example.com/preceded_by_P155>  ?h  ?b  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.008255212	0.002408753	0.13742236	177	73482	1288	-1
?a  <http://example.com/_OBSOLETE__grandparent_P45>  ?h  ?b  <http://example.com/mother_P25>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.005690033	0.253638254	0.259023355	122	481	471	-1
?a  <http://example.com/country_of_citizenship_P27>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/sister_P9>  ?b	0.336187215	0.000000097	0.000038583	589	6064575328	15265762	-1
?a  <http://example.com/_OBSOLETE__grandparent_P45>  ?h  ?b  <http://example.com/father_P22>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.014784758	0.250394945	0.264828739	317	1266	1197	-1
?a  <http://example.com/place_of_birth_P19>  ?h  ?b  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.089035026	0.000009778	0.000264313	1909	195230238	7222491	-1
?b  <http://example.com/place_of_birth_P19>  ?h  ?a  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.030642228	0.000004449	0.00011748	657	147671649	5592446	-1
?h  <http://example.com/child_P40>  ?a  ?b  <http://example.com/spouse_P26>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.436453524	0.333975732	0.346156692	9358	28020	27034	-1
?a  <http://example.com/mother_P25>  ?h  ?b  <http://example.com/spouse_P26>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.439158621	0.902780441	0.910022229	9416	10430	10347	-1
?a  <http://example.com/place_of_birth_P19>  ?h  ?b  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.089174945	0.000012948	0.000274096	1912	147671649	6975662	-1
?a  <http://example.com/place_of_death_P20>  ?h  ?b  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.047059372	0.000007226	0.000175738	1009	139639967	5741499	-1
?a  <http://example.com/occupation_P106>  ?h  ?b  <http://example.com/occupation_P106>  ?h   => ?a  <http://example.com/child_P40>  ?b	0.043460004	0.000000094	0.00002487	1449	15354038839	58262419	-2
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/consists_of_P527>  ?b	0.333196103	0.000000037	0.000071521	2428	65492328350	33948203	-2
?a  <http://example.com/surname_P734>  ?h  ?b  <http://example.com/surname_P734>  ?h   => ?a  <http://example.com/father_P22>  ?b	0.005643393	0.000076728	0.001372598	121	1576992	88154	-1
