Movie	Release date	DBpedia_URL	Label	id	rating
Animal Factory	10/13/2000 0:00	http://dbpedia.org/resource/Animal_Factory	good	597	65
Cadillac Records	12/5/2008 0:00	http://dbpedia.org/resource/Cadillac_Records	good	598	65
Clerks II	7/21/2006 0:00	http://dbpedia.org/resource/Clerks_II	good	599	65
Coco Before Chanel	9/25/2009 0:00	http://dbpedia.org/resource/Coco_Before_Chanel	good	600	65
Crooklyn	5/13/1994 0:00	http://dbpedia.org/resource/Crooklyn	good	601	65
Dan in Real Life	10/26/2007 0:00	http://dbpedia.org/resource/Dan_in_Real_Life	good	602	65
Darkman	8/24/1990 0:00	http://dbpedia.org/resource/Darkman	good	603	65
Dirty Dancing	8/25/1987 0:00	http://dbpedia.org/resource/Dirty_Dancing	good	604	65
Dzi Croquettes	11/18/2011 0:00	http://dbpedia.org/resource/Dzi_Croquettes	good	605	65
E-Dreams	1/11/2002 0:00	http://dbpedia.org/resource/E-Dreams	good	606	65
Favela Rising	6/2/2006 0:00	http://dbpedia.org/resource/Favela_Rising	good	607	65
Find Me Guilty	3/17/2006 0:00	http://dbpedia.org/resource/Find_Me_Guilty	good	608	65
Get Him to the Greek	6/4/2010 0:00	http://dbpedia.org/resource/Get_Him_to_the_Greek	good	609	65
GoldenEye	11/17/1995 0:00	http://dbpedia.org/resource/GoldenEye	good	610	65
Grace Is Gone	12/7/2007 0:00	http://dbpedia.org/resource/Grace_Is_Gone	good	611	65
I Love You Phillip Morris	12/3/2010 0:00	http://dbpedia.org/resource/I_Love_You_Phillip_Morris	good	612	65
If a Tree Falls: A Story of the Earth Liberation Front	6/22/2011 0:00	http://dbpedia.org/resource/If_a_Tree_Falls:_A_Story_of_the_Earth_Liberation_Front	good	613	65
In a Better World	4/1/2011 0:00	http://dbpedia.org/resource/In_a_Better_World	good	614	65
Indiana Jones and the Kingdom of the Crystal Skull	5/22/2008 0:00	http://dbpedia.org/resource/Indiana_Jones_and_the_Kingdom_of_the_Crystal_Skull	good	615	65
Indiana Jones and the Last Crusade	5/24/1989 0:00	http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade	good	616	65
Made in Dagenham	11/19/2010 0:00	http://dbpedia.org/resource/Made_in_Dagenham	good	617	65
Mississippi Burning	1/27/1989 0:00	http://dbpedia.org/resource/Mississippi_Burning	good	618	65
Monsters University	6/21/2013 0:00	http://dbpedia.org/resource/Monsters_University	good	619	65
Mystery Men	8/6/1999 0:00	http://dbpedia.org/resource/Mystery_Men	good	620	65
Night Catches Us	12/3/2010 0:00	http://dbpedia.org/resource/Night_Catches_Us	good	621	65
Panic Room	3/29/2002 0:00	http://dbpedia.org/resource/Panic_Room	good	622	65
Paradise: Love	4/26/2013 0:00	http://dbpedia.org/resource/Paradise:_Love	good	623	65
Pola X	9/8/2000 0:00	http://dbpedia.org/resource/Pola_X	good	624	65
Rain Man	12/16/1988 0:00	http://dbpedia.org/resource/Rain_Man	good	625	65
Sex and Lucia	7/12/2002 0:00	http://dbpedia.org/resource/Sex_and_Lucia	good	626	65
Star Trek VI: The Undiscovered Country	12/6/1991 0:00	http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country	good	627	65
Telling Lies in America	10/15/1997 0:00	http://dbpedia.org/resource/Telling_Lies_in_America	good	628	65
Tetro	6/11/2009 0:00	http://dbpedia.org/resource/Tetro	good	629	65
The Dead Girl	12/29/2006 0:00	http://dbpedia.org/resource/The_Dead_Girl	good	630	65
The Disappearance of Alice Creed	8/6/2010 0:00	http://dbpedia.org/resource/The_Disappearance_of_Alice_Creed	good	631	65
The Future of Food	9/14/2005 0:00	http://dbpedia.org/resource/The_Future_of_Food	good	632	65
The Imaginarium of Doctor Parnassus	12/25/2009 0:00	http://dbpedia.org/resource/The_Imaginarium_of_Doctor_Parnassus	good	633	65
The Matador	12/23/2005 0:00	http://dbpedia.org/resource/The_Matador	good	634	65
The Providence Effect	9/25/2009 0:00	http://dbpedia.org/resource/The_Providence_Effect	good	635	65
The Salt of Life	3/2/2012 0:00	http://dbpedia.org/resource/The_Salt_of_Life	good	636	65
The Slaughter Rule	1/8/2003 0:00	http://dbpedia.org/resource/The_Slaughter_Rule	good	637	65
The TV Set	4/6/2007 0:00	http://dbpedia.org/resource/The_TV_Set	good	638	65
The Vicious Kind	12/11/2009 0:00	http://dbpedia.org/resource/The_Vicious_Kind	good	639	65
When We Leave	1/28/2011 0:00	http://dbpedia.org/resource/When_We_Leave	good	640	65
Wild Grass	6/25/2010 0:00	http://dbpedia.org/resource/Wild_Grass	good	641	65
A Better Life	6/24/2011 0:00	http://dbpedia.org/resource/A_Better_Life	good	642	64
About Adam	5/9/2001 0:00	http://dbpedia.org/resource/About_Adam	good	643	64
Arctic Tale	7/25/2007 0:00	http://dbpedia.org/resource/Arctic_Tale	good	644	64
Dolphin Tale	9/23/2011 0:00	http://dbpedia.org/resource/Dolphin_Tale	good	645	64
Dreams with Sharp Teeth	6/4/2008 0:00	http://dbpedia.org/resource/Dreams_with_Sharp_Teeth	good	646	64
Eight Below	2/17/2006 0:00	http://dbpedia.org/resource/Eight_Below	good	647	64
Examined Life	2/25/2009 0:00	http://dbpedia.org/resource/Examined_Life	good	648	64
Film Socialisme	6/1/2011 0:00	http://dbpedia.org/resource/Film_Socialisme	good	649	64
Following Sean	1/13/2006 0:00	http://dbpedia.org/resource/Following_Sean	good	650	64
Frailty	4/12/2002 0:00	http://dbpedia.org/resource/Frailty_(film)	good	651	64
Freedom Writers	1/5/2007 0:00	http://dbpedia.org/resource/Freedom_Writers	good	652	64
Fright Night	8/19/2011 0:00	http://dbpedia.org/resource/Fright_Night	good	653	64
Gattaca	10/24/1997 0:00	http://dbpedia.org/resource/Gattaca	good	654	64
In Search of a Midnight Kiss	8/1/2008 0:00	http://dbpedia.org/resource/In_Search_of_a_Midnight_Kiss	good	655	64
Killing Them Softly	11/30/2012 0:00	http://dbpedia.org/resource/Killing_Them_Softly	good	656	64
Living Out Loud	10/30/1998 0:00	http://dbpedia.org/resource/Living_Out_Loud	good	657	64
Looney Tunes: Back in Action	11/14/2003 0:00	http://dbpedia.org/resource/Looney_Tunes:_Back_in_Action	good	658	64
Love in the Buff	3/30/2012 0:00	http://dbpedia.org/resource/Love_in_the_Buff	good	659	64
Lymelife	4/8/2009 0:00	http://dbpedia.org/resource/Lymelife	good	660	64
Mongolian Ping Pong	4/21/2006 0:00	http://dbpedia.org/resource/Mongolian_Ping_Pong	good	661	64
Napoleon Dynamite	6/11/2004 0:00	http://dbpedia.org/resource/Napoleon_Dynamite	good	662	64
Northfork	7/11/2003 0:00	http://dbpedia.org/resource/Northfork	good	663	64
Orgasm Inc.	2/11/2011 0:00	http://dbpedia.org/resource/Orgasm_Inc.	good	664	64
Princesas	8/23/2006 0:00	http://dbpedia.org/resource/Princesas	good	665	64
Sky Captain and the World of Tomorrow	9/17/2004 0:00	http://dbpedia.org/resource/Sky_Captain_and_the_World_of_Tomorrow	good	666	64
Soundtrack for a Revolution	1/22/2010 0:00	http://dbpedia.org/resource/Soundtrack_for_a_Revolution	good	667	64
Stage Beauty	10/8/2004 0:00	http://dbpedia.org/resource/Stage_Beauty	good	668	64
Star Trek: Insurrection	12/11/1998 0:00	http://dbpedia.org/resource/Star_Trek:_Insurrection	good	669	64
That Man: Peter Berlin	1/13/2006 0:00	http://dbpedia.org/resource/That_Man:_Peter_Berlin	good	670	64
The Hedgehog	8/19/2011 0:00	http://dbpedia.org/resource/The_Hedgehog	good	671	64
The Horse Boy	9/30/2009 0:00	http://dbpedia.org/resource/The_Horse_Boy	good	672	64
The Mystic Masseur	5/3/2002 0:00	http://dbpedia.org/resource/The_Mystic_Masseur	good	673	64
The Notorious Bettie Page	4/14/2006 0:00	http://dbpedia.org/resource/The_Notorious_Bettie_Page	good	674	64
The Other Guys	8/6/2010 0:00	http://dbpedia.org/resource/The_Other_Guys	good	675	64
The Tic Code	8/4/2000 0:00	http://dbpedia.org/resource/The_Tic_Code	good	676	64
You Kill Me	6/22/2007 0:00	http://dbpedia.org/resource/You_Kill_Me	good	677	64
A Common Thread	5/27/2005 0:00	http://dbpedia.org/resource/A_Common_Thread	good	678	63
A Perfect Getaway	8/7/2009 0:00	http://dbpedia.org/resource/A_Perfect_Getaway	good	679	63
Alien: Resurrection	11/26/1997 0:00	http://dbpedia.org/resource/Alien:_Resurrection	good	680	63
Burn After Reading	9/12/2008 0:00	http://dbpedia.org/resource/Burn_After_Reading	good	681	63
Cachorro	11/5/2004 0:00	http://dbpedia.org/resource/Cachorro	good	682	63
Don Juan DeMarco	4/7/1995 0:00	http://dbpedia.org/resource/Don_Juan_DeMarco	good	683	63
Everything Put Together	11/2/2001 0:00	http://dbpedia.org/resource/Everything_Put_Together	good	684	63
Hannah Takes the Stairs	8/22/2007 0:00	http://dbpedia.org/resource/Hannah_Takes_the_Stairs	good	685	63
He Got Game	5/1/1998 0:00	http://dbpedia.org/resource/He_Got_Game	good	686	63
Hot Tub Time Machine	3/26/2010 0:00	http://dbpedia.org/resource/Hot_Tub_Time_Machine	good	687	63
How She Move	1/25/2008 0:00	http://dbpedia.org/resource/How_She_Move	good	688	63
King of California	9/14/2007 0:00	http://dbpedia.org/resource/King_of_California	good	689	63
Kit Kittredge: An American Girl	6/20/2008 0:00	http://dbpedia.org/resource/Kit_Kittredge:_An_American_Girl	good	690	63
Miss Pettigrew Lives for a Day	3/7/2008 0:00	http://dbpedia.org/resource/Miss_Pettigrew_Lives_for_a_Day	good	691	63
My Reincarnation	10/28/2011 0:00	http://dbpedia.org/resource/My_Reincarnation	good	692	63
One True Thing	9/18/1998 0:00	http://dbpedia.org/resource/One_True_Thing	good	693	63
Out of the Furnace	12/4/2013 0:00	http://dbpedia.org/resource/Out_of_the_Furnace	good	694	63
Pirates of the Caribbean: The Curse of the Black Pearl	7/9/2003 0:00	http://dbpedia.org/resource/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl	good	695	63
Planet B-Boy	3/21/2008 0:00	http://dbpedia.org/resource/Planet_B-Boy	good	696	63
Reel Injun	6/11/2010 0:00	http://dbpedia.org/resource/Reel_Injun	good	697	63
Revenge of the Electric Car	10/21/2011 0:00	http://dbpedia.org/resource/Revenge_of_the_Electric_Car	good	698	63
Sarah Silverman: Jesus Is Magic	11/11/2005 0:00	http://dbpedia.org/resource/Sarah_Silverman:_Jesus_Is_Magic	good	699	63
Sex Is Comedy	10/20/2004 0:00	http://dbpedia.org/resource/Sex_Is_Comedy	good	700	63
Songcatcher	6/15/2001 0:00	http://dbpedia.org/resource/Songcatcher	good	701	63
The Great Buck Howard	3/20/2009 0:00	http://dbpedia.org/resource/The_Great_Buck_Howard	good	702	63
The Great Yokai War	6/30/2006 0:00	http://dbpedia.org/resource/The_Great_Yokai_War	good	703	63
The Last Exorcism	8/27/2010 0:00	http://dbpedia.org/resource/The_Last_Exorcism	good	704	63
The Lost Boys	7/31/1987 0:00	http://dbpedia.org/resource/The_Lost_Boys	good	705	63
The Mask of Zorro	7/17/1998 0:00	http://dbpedia.org/resource/The_Mask_of_Zorro	good	706	63
The Parking Lot Movie	8/6/2010 0:00	http://dbpedia.org/resource/The_Parking_Lot_Movie	good	707	63
The Rage in Placid Lake	5/21/2004 0:00	http://dbpedia.org/resource/The_Rage_in_Placid_Lake	good	708	63
The Upside of Anger	3/11/2005 0:00	http://dbpedia.org/resource/The_Upside_of_Anger	good	709	63
Things We Lost in the Fire	10/19/2007 0:00	http://dbpedia.org/resource/Things_We_Lost_in_the_Fire	good	710	63
Three of Hearts: A Postmodern Family	10/19/2005 0:00	http://dbpedia.org/resource/Three_of_Hearts:_A_Postmodern_Family	good	711	63
True Lies	7/15/1994 0:00	http://dbpedia.org/resource/True_Lies	good	712	63
Two Brothers	6/25/2004 0:00	http://dbpedia.org/resource/Two_Brothers	good	713	63
Under Our Skin	6/19/2009 0:00	http://dbpedia.org/resource/Under_Our_Skin	good	714	63
Walk Hard: The Dewey Cox Story	12/21/2007 0:00	http://dbpedia.org/resource/Walk_Hard:_The_Dewey_Cox_Story	good	715	63
Waydowntown	1/25/2002 0:00	http://dbpedia.org/resource/Waydowntown	good	716	63
William S. Burroughs: A Man Within	11/17/2010 0:00	http://dbpedia.org/resource/William_S._Burroughs:_A_Man_Within	good	717	63
Zombie Honeymoon	10/4/2005 0:00	http://dbpedia.org/resource/Zombie_Honeymoon	good	718	63
A Few Good Men	12/11/1992 0:00	http://dbpedia.org/resource/A_Few_Good_Men	good	719	62
A Silent Love	10/29/2004 0:00	http://dbpedia.org/resource/A_Silent_Love	good	720	62
A Year Without Love	2/10/2006 0:00	http://dbpedia.org/resource/A_Year_Without_Love	good	721	62
All the Right Moves	10/21/1983 0:00	http://dbpedia.org/resource/All_the_Right_Moves_(film)_(film)	good	722	62
American History X	10/30/1998 0:00	http://dbpedia.org/resource/American_History_X	good	723	62
Fierce Creatures	1/24/1997 0:00	http://dbpedia.org/resource/Fierce_Creatures	good	724	62
Finding Forrester	12/20/2000 0:00	http://dbpedia.org/resource/Finding_Forrester	good	725	62
First Blood	10/22/1982 0:00	http://dbpedia.org/resource/First_Blood	good	726	62
Five Minutes of Heaven	8/21/2009 0:00	http://dbpedia.org/resource/Five_Minutes_of_Heaven	good	727	62
G.I. Jane	8/22/1997 0:00	http://dbpedia.org/resource/G.I._Jane	good	728	62
Grabbers	7/19/2013 0:00	http://dbpedia.org/resource/Grabbers	good	729	62
Hollywoodland	9/8/2006 0:00	http://dbpedia.org/resource/Hollywoodland	good	730	62
I Am a Sex Addict	4/5/2006 0:00	http://dbpedia.org/resource/I_Am_a_Sex_Addict	good	731	62
I Sell the Dead	8/7/2009 0:00	http://dbpedia.org/resource/I_Sell_the_Dead	good	732	62
Incident at Loch Ness	9/17/2004 0:00	http://dbpedia.org/resource/Incident_at_Loch_Ness	good	733	62
Jesus Camp	9/22/2006 0:00	http://dbpedia.org/resource/Jesus_Camp	good	734	62
Kabluey	7/4/2008 0:00	http://dbpedia.org/resource/Kabluey	good	735	62
Lord of War	9/16/2005 0:00	http://dbpedia.org/resource/Lord_of_War	good	736	62
My Big Fat Greek Wedding	4/19/2002 0:00	http://dbpedia.org/resource/My_Big_Fat_Greek_Wedding	good	737	62
Nothing in Common	7/30/1986 0:00	http://dbpedia.org/resource/Nothing_in_Common	good	738	62
Puzzlehead	3/23/2006 0:00	http://dbpedia.org/resource/Puzzlehead	good	739	62
Rugrats in Paris: The Movie - Rugrats II	11/17/2000 0:00	http://dbpedia.org/resource/Rugrats_in_Paris:_The_Movie	good	740	62
Seraphim Falls	1/26/2007 0:00	http://dbpedia.org/resource/Seraphim_Falls	good	741	62
Supporting Characters	1/25/2013 0:00	http://dbpedia.org/resource/Supporting_Characters	good	742	62
The Abyss	8/9/1989 0:00	http://dbpedia.org/resource/The_Abyss	good	743	62
The Best Exotic Marigold Hotel	5/4/2012 0:00	http://dbpedia.org/resource/The_Best_Exotic_Marigold_Hotel	good	744	62
The Breakfast Club	2/15/1985 0:00	http://dbpedia.org/resource/The_Breakfast_Club	good	745	62
The Claim	12/29/2000 0:00	http://dbpedia.org/resource/The_Claim	good	746	62
The First Beautiful Thing	4/15/2011 0:00	http://dbpedia.org/resource/The_First_Beautiful_Thing	good	747	62
The Five-Year Engagement	4/27/2012 0:00	http://dbpedia.org/resource/The_Five-Year_Engagement	good	748	62
The Great Water	6/17/2005 0:00	http://dbpedia.org/resource/The_Great_Water	good	749	62
The Ice Harvest	11/23/2005 0:00	http://dbpedia.org/resource/The_Ice_Harvest	good	750	62
The Interpreter	4/22/2005 0:00	http://dbpedia.org/resource/The_Interpreter	good	751	62
The Last Mountain	6/3/2011 0:00	http://dbpedia.org/resource/The_Last_Mountain	good	752	62
The Life Aquatic with Steve Zissou	12/10/2004 0:00	http://dbpedia.org/resource/The_Life_Aquatic_with_Steve_Zissou	good	753	62
The Man Without a Face	8/25/1993 0:00	http://dbpedia.org/resource/The_Man_Without_a_Face	good	754	62
The Matrix Reloaded	5/15/2003 0:00	http://dbpedia.org/resource/The_Matrix_Reloaded	good	755	62
The Mudge Boy	5/7/2004 0:00	http://dbpedia.org/resource/The_Mudge_Boy	good	756	62
The Names of Love	6/24/2011 0:00	http://dbpedia.org/resource/The_Names_of_Love	good	757	62
The Negotiator	7/29/1998 0:00	http://dbpedia.org/resource/The_Negotiator	good	758	62
The Nutty Professor	6/28/1996 0:00	http://dbpedia.org/resource/The_Nutty_Professor	good	759	62
The Roost	10/21/2005 0:00	http://dbpedia.org/resource/The_Roost	good	760	62
The Year of the Yao	4/15/2005 0:00	http://dbpedia.org/resource/The_Year_of_the_Yao	good	761	62
Torremolinos 73	4/15/2005 0:00	http://dbpedia.org/resource/Torremolinos_73	good	762	62
Train of Life	11/5/1999 0:00	http://dbpedia.org/resource/Train_of_Life	good	763	62
Zebraman	8/15/2007 0:00	http://dbpedia.org/resource/Zebraman	good	764	62
African Cats	4/22/2011 0:00	http://dbpedia.org/resource/African_Cats	good	765	61
Arakimentari	1/21/2005 0:00	http://dbpedia.org/resource/Arakimentari	good	766	61
Beijing Bicycle	1/25/2002 0:00	http://dbpedia.org/resource/Beijing_Bicycle	good	767	61
Best Worst Movie	4/23/2010 0:00	http://dbpedia.org/resource/Best_Worst_Movie	good	768	61
Big Miracle	2/3/2012 0:00	http://dbpedia.org/resource/Big_Miracle	good	769	61
Blue Crush	8/16/2002 0:00	http://dbpedia.org/resource/Blue_Crush	good	770	61
Dead Man	5/10/1996 0:00	http://dbpedia.org/resource/Dead_Man	good	771	61
Dead Snow	6/19/2009 0:00	http://dbpedia.org/resource/Dead_Snow	good	772	61
Deconstructing Harry	12/12/1997 0:00	http://dbpedia.org/resource/Deconstructing_Harry	good	773	61
Drawing Restraint 9	3/29/2006 0:00	http://dbpedia.org/resource/Drawing_Restraint_9	good	774	61
Dust to Glory	4/1/2005 0:00	http://dbpedia.org/resource/Dust_to_Glory	good	775	61
Frida	10/25/2002 0:00	http://dbpedia.org/resource/Frida	good	776	61
Giuliani Time	5/12/2006 0:00	http://dbpedia.org/resource/Giuliani_Time	good	777	61
Go Go Tales	1/7/2011 0:00	http://dbpedia.org/resource/Go_Go_Tales	good	778	61
Goya in Bordeaux	9/15/2000 0:00	http://dbpedia.org/resource/Goya_in_Bordeaux	good	779	61
Hair High	10/18/2006 0:00	http://dbpedia.org/resource/Hair_High	good	780	61
Kindergarten Cop	12/21/1990 0:00	http://dbpedia.org/resource/Kindergarten_Cop	good	781	61
Ladies in Lavender.	4/29/2005 0:00	http://dbpedia.org/resource/Ladies_in_Lavender	good	782	61
Le Pont du Nord	3/22/2013 0:00	http://dbpedia.org/resource/Le_Pont_du_Nord	good	783	61
Lower City	6/16/2006 0:00	http://dbpedia.org/resource/Lower_City	good	784	61
Matchstick Men	9/12/2003 0:00	http://dbpedia.org/resource/Matchstick_Men	good	785	61
Meet the Robinsons	3/30/2007 0:00	http://dbpedia.org/resource/Meet_the_Robinsons	good	786	61
Red Heat	6/17/1988 0:00	http://dbpedia.org/resource/Red_Heat	good	787	61
Reign Over Me	3/23/2007 0:00	http://dbpedia.org/resource/Reign_Over_Me	good	788	61
Role Models	11/7/2008 0:00	http://dbpedia.org/resource/Role_Models	good	789	61
The Dream Catcher	9/15/2000 0:00	http://dbpedia.org/resource/The_Dream_Catcher	good	790	61
The Faculty	12/25/1998 0:00	http://dbpedia.org/resource/The_Faculty	good	791	61
The Fisher King	9/20/1991 0:00	http://dbpedia.org/resource/The_Fisher_King	good	792	61
The Machinist	10/22/2004 0:00	http://dbpedia.org/resource/The_Machinist	good	793	61
The Man with Two Brains	6/3/1983 0:00	http://dbpedia.org/resource/The_Man_with_Two_Brains	good	794	61
The Wackness	7/3/2008 0:00	http://dbpedia.org/resource/The_Wackness	good	795	61
The Weather Man	10/28/2005 0:00	http://dbpedia.org/resource/The_Weather_Man	good	796	61
Trollhunter	6/10/2011 0:00	http://dbpedia.org/resource/Trollhunter	good	797	61
Welcome to Collinwood	10/4/2002 0:00	http://dbpedia.org/resource/Welcome_to_Collinwood	good	798	61
Where God Left His Shoes	12/12/2008 0:00	http://dbpedia.org/resource/Where_God_Left_His_Shoes	good	799	61
Wondrous Oblivion	11/3/2006 0:00	http://dbpedia.org/resource/Wondrous_Oblivion	good	800	61
Zoolander	9/28/2001 0:00	http://dbpedia.org/resource/Zoolander	good	801	61
Adventures of Power	10/9/2009 0:00	http://dbpedia.org/resource/Adventures_of_Power	bad	802	39
Aftershock	5/10/2013 0:00	http://dbpedia.org/resource/Aftershock_(2012_film)	bad	803	39
Alexander	11/24/2004 0:00	http://dbpedia.org/resource/Alexander_(film)	bad	804	39
All the Rage	7/7/2000 0:00	http://dbpedia.org/resource/All_the_Rage_(film)	bad	805	39
Alvin and the Chipmunks	12/14/2007 0:00	http://dbpedia.org/resource/Alvin_and_the_Chipmunks_(film)	bad	806	39
Angel Eyes	5/18/2001 0:00	http://dbpedia.org/resource/Angel_Eyes_(film)	bad	807	39
Arthur and the Invisibles	12/29/2006 0:00	http://dbpedia.org/resource/Arthur_and_the_Invisibles	bad	808	39
Bait	9/15/2000 0:00	http://dbpedia.org/resource/Bait_(2000_film)	bad	809	39
Bringing Down the House	3/7/2003 0:00	http://dbpedia.org/resource/Bringing_Down_the_House_(film)	bad	810	39
Camera Obscura	9/26/2003 0:00	http://dbpedia.org/resource/Camera_Obscura_(film)	bad	811	39
Clash of the Titans	4/1/2010 0:00	http://dbpedia.org/resource/Clash_of_the_Titans_(2010_film)	bad	812	39
Cry_Wolf	9/16/2005 0:00	http://dbpedia.org/resource/Cry_Wolf_(2005_film)	bad	813	39
Daddy Day Care	5/9/2003 0:00	http://dbpedia.org/resource/Daddy_Day_Care	bad	814	39
Dirty Dancing: Havana Nights	2/27/2004 0:00	http://dbpedia.org/resource/Dirty_Dancing:_Havana_Nights	bad	815	39
Dot the I	3/11/2005 0:00	http://dbpedia.org/resource/Dot_the_i	bad	816	39
Dumb and Dumber	12/16/1994 0:00	http://dbpedia.org/resource/Dumb_and_Dumber	bad	817	39
Exit Wounds	3/16/2001 0:00	http://dbpedia.org/resource/Exit_Wounds	bad	818	39
Fame	9/25/2009 0:00	http://dbpedia.org/resource/Fame_(2009_film)	bad	819	39
Fat Albert	12/25/2004 0:00	http://dbpedia.org/resource/Fat_Albert_(film)	bad	820	39
Forgiveness	9/12/2008 0:00	http://dbpedia.org/resource/Forgiveness_(2008_film)	bad	821	39
From Prada to Nada	1/28/2011 0:00	http://dbpedia.org/resource/From_Prada_to_Nada	bad	822	39
High Heels and Low Lifes	10/26/2001 0:00	http://dbpedia.org/resource/High_Heels_and_Low_Lifes	bad	823	39
Inhale	10/22/2010 0:00	http://dbpedia.org/resource/Inhale_(film)	bad	824	39
Irene in Time	9/23/2009 0:00	http://dbpedia.org/resource/Irene_in_Time	bad	825	39
Jumanji	12/15/1995 0:00	http://dbpedia.org/resource/Jumanji	bad	826	39
Just a Kiss	9/27/2002 0:00	http://dbpedia.org/resource/Just_a_Kiss_(film)	bad	827	39
Legendary	9/10/2010 0:00	http://dbpedia.org/resource/Legendary_(film)	bad	828	39
Love at Times Square	2/14/2003 0:00	http://dbpedia.org/resource/Love_at_Times_Square	bad	829	39
Man of the Year	10/13/2006 0:00	http://dbpedia.org/resource/Man_of_the_Year_(2006_film)	bad	830	39
Message in a Bottle	2/12/1999 0:00	http://dbpedia.org/resource/Message_in_a_Bottle_(film)	bad	831	39
Mutant Aliens	4/19/2002 0:00	http://dbpedia.org/resource/Mutant_Aliens	bad	832	39
P.S. I Love You	12/21/2007 0:00	http://dbpedia.org/resource/P.S._I_Love_You_(film)	bad	833	39
Paul Blart: Mall Cop	1/16/2009 0:00	http://dbpedia.org/resource/Paul_Blart:_Mall_Cop	bad	834	39
Planet 51	11/20/2009 0:00	http://dbpedia.org/resource/Planet_51	bad	835	39
Reign of Fire	7/12/2002 0:00	http://dbpedia.org/resource/Reign_of_Fire_(film)	bad	836	39
Resident Evil: Retribution	9/14/2012 0:00	http://dbpedia.org/resource/Resident_Evil:_Retribution	bad	837	39
Silk	9/14/2007 0:00	http://dbpedia.org/resource/Silk_(2007_film)	bad	838	39
Simon Birch	9/11/1998 0:00	http://dbpedia.org/resource/Simon_Birch	bad	839	39
Snowmen	10/21/2011 0:00	http://dbpedia.org/resource/Snowmen_(film)	bad	840	39
Swing Kids	3/5/1993 0:00	http://dbpedia.org/resource/Swing_Kids_(film)	bad	841	39
The Edge of Love	3/13/2009 0:00	http://dbpedia.org/resource/The_Edge_of_Love	bad	842	39
The Goods: Live Hard, Sell Hard	8/14/2009 0:00	http://dbpedia.org/resource/The_Goods:_Live_Hard,_Sell_Hard	bad	843	39
The Green Hornet	1/14/2011 0:00	http://dbpedia.org/resource/The_Green_Hornet_(serial)	bad	844	39
The Jimmy Show	12/13/2002 0:00	http://dbpedia.org/resource/The_Jimmy_Show	bad	845	39
The Lucky One	4/20/2012 0:00	http://dbpedia.org/resource/The_Lucky_One_(film)	bad	846	39
Underworld: Awakening	1/20/2012 0:00	http://dbpedia.org/resource/Underworld:_Awakening	bad	847	39
World Traveler	4/19/2002 0:00	http://dbpedia.org/resource/World_Traveler	bad	848	39
Young People Fucking	8/29/2008 0:00	http://dbpedia.org/resource/Young_People_Fucking	bad	849	39
12 Rounds	3/27/2009 0:00	http://dbpedia.org/resource/12_Rounds_(film)	bad	850	38
2 Fast 2 Furious	6/6/2003 0:00	http://dbpedia.org/resource/2_Fast_2_Furious	bad	851	38
A Dog of Flanders	8/27/1999 0:00	http://dbpedia.org/resource/A_Dog_of_Flanders_(1999_film)	bad	852	38
After the Sunset	11/12/2004 0:00	http://dbpedia.org/resource/After_the_Sunset	bad	853	38
August Rush	11/21/2007 0:00	http://dbpedia.org/resource/August_Rush	bad	854	38
Backdraft	5/24/1991 0:00	http://dbpedia.org/resource/Backdraft_(film)	bad	855	38
Balls of Fury	8/29/2007 0:00	http://dbpedia.org/resource/Balls_of_Fury	bad	856	38
Blade: Trinity	12/8/2004 0:00	http://dbpedia.org/resource/Blade:_Trinity	bad	857	38
Blow Dry	3/7/2001 0:00	http://dbpedia.org/resource/Blow_Dry	bad	858	38
Brake	3/23/2012 0:00	http://dbpedia.org/resource/Brake_(film)	bad	859	38
Burning Annie	2/7/2007 0:00	http://dbpedia.org/resource/Burning_Annie	bad	860	38
Confessions of a Shopaholic	2/6/2009 0:00	http://dbpedia.org/resource/Confessions_of_a_Shopaholic_(film)	bad	861	38
Crossing Over	2/27/2009 0:00	http://dbpedia.org/resource/Crossing_Over_(film)	bad	862	38
Dark Streets	12/12/2008 0:00	http://dbpedia.org/resource/Dark_Streets	bad	863	38
Death to Smoochy	3/29/2002 0:00	http://dbpedia.org/resource/Death_to_Smoochy	bad	864	38
DOA: Dead or Alive	6/15/2007 0:00	http://dbpedia.org/resource/DOA:_Dead_or_Alive	bad	865	38
Eragon	12/15/2006 0:00	http://dbpedia.org/resource/Eragon_(film)	bad	866	38
Fakers	4/27/2007 0:00	http://dbpedia.org/resource/Fakers	bad	867	38
Final Destination 2	1/31/2003 0:00	http://dbpedia.org/resource/Final_Destination_2	bad	868	38
Gigantic	4/3/2009 0:00	http://dbpedia.org/resource/Gigantic_(film)	bad	869	38
Gothika	11/21/2003 0:00	http://dbpedia.org/resource/Gothika	bad	870	38
Joshua	9/20/2002 0:00	http://dbpedia.org/resource/Joshua_(2002_film)	bad	871	38
Just Visiting	4/6/2001 0:00	http://dbpedia.org/resource/Just_Visiting_(film)	bad	872	38
Kids in America	10/21/2005 0:00	http://dbpedia.org/resource/Kids_in_America_(film)	bad	873	38
Lay the Favorite	12/7/2012 0:00	http://dbpedia.org/resource/Lay_the_Favorite	bad	874	38
