id	album	artist	date	rating	DBpedia_URL label
464.0	The Glass Bead Game	James Blackshaw	26-May-09	82.0	http://dbpedia.org/resource/The_Glass_Bead_Game_(album)	good
465.0	The Great Destroyer	Low	25-Jan-05	82.0	http://dbpedia.org/resource/The_Great_Destroyer	good
466.0	The Magic Place	Julianna Barwick	22-Feb-11	82.0	http://dbpedia.org/resource/The_Magic_Place	good
467.0	The Magic Position	Patrick Wolf	1-May-07	82.0	http://dbpedia.org/resource/The_Magic_Position	good
468.0	The Mess We Made	Matt Elliott	13-May-03	82.0	http://dbpedia.org/resource/The_Mess_We_Made	good
469.0	The Monitor	Titus Andronicus	9-Mar-10	82.0	http://dbpedia.org/resource/The_Monitor_(album)	good
470.0	The Moon & Antarctica	Modest Mouse	13-Jun-00	82.0	http://dbpedia.org/resource/The_Moon_&_Antarctica	good
471.0	The One... Cohesive	G-Side	1-Jan-11	82.0	http://dbpedia.org/resource/The_One...Cohesive	good
472.0	The Renaissance	Q-Tip	4-Nov-08	82.0	http://dbpedia.org/resource/The_Renaissance_(Q-Tip_album)	good
473.0	The Seldom Seen Kid	Elbow	22-Apr-08	82.0	http://dbpedia.org/resource/The_Seldom_Seen_Kid	good
474.0	The Stage Names	Okkervil River	7-Aug-07	82.0	http://dbpedia.org/resource/The_Stage_Names	good
475.0	This Is Country Music	Brad Paisley	23-May-11	82.0	http://dbpedia.org/resource/This_Is_Country_Music	good
476.0	Townes	Steve Earle	12-May-09	82.0	http://dbpedia.org/resource/Townes_(album)	good
477.0	Transfiguration Of Vincent	M. Ward	18-Mar-03	82.0	http://dbpedia.org/resource/Transfiguration_of_Vincent	good
478.0	Universal Audio	The Delgados	28-Sep-04	82.0	http://dbpedia.org/resource/Universal_Audio_(album)	good
479.0	Untitled #23	The Church	12-May-09	82.0	http://dbpedia.org/resource/Untitled_23	good
480.0	Vampire Weekend	Vampire Weekend	29-Jan-08	82.0	http://dbpedia.org/resource/Vampire_Weekend_(album)	good
481.0	Watershed	Opeth	3-Jun-08	82.0	http://dbpedia.org/resource/Watershed_(Opeth_album)	good
482.0	We are Beautiful, We Are Doomed	Los Campesinos!	25-Nov-08	82.0	http://dbpedia.org/resource/We_Are_Beautiful,_We_Are_Doomed	good
483.0	We Shall Overcome: The Seeger Sessions	Bruce Springsteen	25-Apr-06	82.0	http://dbpedia.org/resource/We_Shall_Overcome:_The_Seeger_Sessions	good
484.0	Whatever People Say I Am, That's What I'm Not	Arctic Monkeys	21-Feb-06	82.0	http://dbpedia.org/resource/Whatever_People_Say_I_Am,_That's_What_I'm_Not	good
485.0	Why Should The Fire Die?	Nickel Creek	9-Aug-05	82.0	http://dbpedia.org/resource/Why_Should_the_Fire_Die%3F	good
486.0	Wild Mountain Nation	Blitzen Trapper	12-Jun-07	82.0	http://dbpedia.org/resource/Wild_Mountain_Nation_(album)	good
487.0	Wolfgang Amadeus Phoenix	Phoenix	26-May-09	82.0	http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix	good
488.0	Woman King [EP]	Iron & Wine	22-Feb-05	82.0	http://dbpedia.org/resource/Woman_King	good
489.0	Yellow & Green	Baroness	17-Jul-12	82.0	http://dbpedia.org/resource/Yellow_&_Green_(Baroness_album)	good
490.0	You're A Woman, I'm A Machine	Death from Above 1979	26-Oct-04	82.0	http://dbpedia.org/resource/You're_a_Woman,_I'm_a_Machine	good
491.0	You Are Free	Cat Power	18-Feb-03	82.0	http://dbpedia.org/resource/You_Are_Free	good
492.0	03/07-09/07	High Places	22-Jul-08	81.0	http://dbpedia.org/resource/03/07%E2%80%9309/07	good
493.0	604	Ladytron	13-Feb-01	81.0	http://dbpedia.org/resource/604_(album)	good
494.0	a ghost is born	Wilco	22-Jun-04	81.0	http://dbpedia.org/resource/A_Ghost_Is_Born	good
495.0	A Stranger Here	Ramblin' Jack Elliott	7-Apr-09	81.0	http://dbpedia.org/resource/A_Stranger_Here	good
496.0	Actor	St. Vincent	5-May-09	81.0	http://dbpedia.org/resource/Actor_(album)	good
497.0	Aerial	Kate Bush	8-Nov-05	81.0	http://dbpedia.org/resource/Aerial_(album)	good
498.0	All 6's and 7's	Tech N9ne	7-Jun-11	81.0	http://dbpedia.org/resource/All_6's_and_7's	good
499.0	Anniemal	Annie	7-Jun-05	81.0	http://dbpedia.org/resource/Anniemal	good
500.0	Armchair Apocrypha	Andrew Bird	20-Mar-07	81.0	http://dbpedia.org/resource/Armchair_Apocrypha	good
501.0	Avatar	Comets On Fire	8-Aug-06	81.0	http://dbpedia.org/resource/Avatar_(Comets_on_Fire_album)	good
502.0	Back To Black	Amy Winehouse	13-Mar-07	81.0	http://dbpedia.org/resource/Back_to_Black	good
503.0	Banga	Patti Smith	5-Jun-12	81.0	http://dbpedia.org/resource/Banga_(album)	good
504.0	Be Still Please	Portastatic	10-Oct-06	81.0	http://dbpedia.org/resource/Be_Still_Please	good
505.0	Black Dialogue	The Perceptionists	22-Mar-05	81.0	http://dbpedia.org/resource/Black_Dialogue	good
506.0	Bonfires On The Heath	The Clientele	6-Oct-09	81.0	http://dbpedia.org/resource/Bonfires_on_the_Heath	good
507.0	Bright Like Neon Love	Cut Copy	18-May-04	81.0	http://dbpedia.org/resource/Bright_Like_Neon_Love	good
508.0	Burst Apart	The Antlers	10-May-11	81.0	http://dbpedia.org/resource/Burst_Apart	good
509.0	Can Our Love...	Tindersticks	3-Jul-01	81.0	http://dbpedia.org/resource/Can_Our_Love...	good
510.0	Cervantine	A Hawk and a Hacksaw	15-Feb-11	81.0	http://dbpedia.org/resource/Cervantine	good
511.0	Chosen Lords	Aphex Twin	18-Apr-06	81.0	http://dbpedia.org/resource/Chosen_Lords	good
512.0	Civilian	Wye Oak	8-Mar-11	81.0	http://dbpedia.org/resource/Civilian_(Wye_Oak_album)	good
513.0	Devils & Dust	Bruce Springsteen	26-Apr-05	81.0	http://dbpedia.org/resource/Devils_&_Dust	good
514.0	Double Figure	Plaid	29-May-01	81.0	http://dbpedia.org/resource/Double_Figure	good
515.0	Drums And Guns	Low	20-Mar-07	81.0	http://dbpedia.org/resource/Drums_and_Guns	good
516.0	Easy Wonderful	Guster	5-Oct-10	81.0	http://dbpedia.org/resource/Easy_Wonderful	good
517.0	Embryonic	The Flaming Lips	13-Oct-09	81.0	http://dbpedia.org/resource/Embryonic	good
518.0	Engineers	Engineers	21-Jun-05	81.0	http://dbpedia.org/resource/Engineers_(Engineers_album)	good
519.0	Fantasy Black Channel	Late Of The Pier	13-Jan-09	81.0	http://dbpedia.org/resource/Fantasy_Black_Channel	good
520.0	Figure 8	Elliott Smith	18-Apr-00	81.0	http://dbpedia.org/resource/Figure_8_(album)	good
521.0	Fits	White Denim	20-Oct-09	81.0	http://dbpedia.org/resource/Fits_(album)	good
522.0	Flashmob	Vitalic	3-Nov-09	81.0	http://dbpedia.org/resource/Flashmob_(album)	good
523.0	Get Behind Me Satan	The White Stripes	7-Jun-05	81.0	http://dbpedia.org/resource/Get_Behind_Me_Satan	good
524.0	Give Up The Ghost	Brandi Carlile	6-Oct-09	81.0	http://dbpedia.org/resource/Give_Up_the_Ghost_(album)	good
525.0	God's Son	Nas	17-Dec-02	81.0	http://dbpedia.org/resource/God's_Son	good
526.0	Going Out In Style	Dropkick Murphys	1-Mar-11	81.0	http://dbpedia.org/resource/Going_Out_in_Style	good
527.0	Here's The Tender Coming	The Unthanks	23-Mar-10	81.0	http://dbpedia.org/resource/Here's_the_Tender_Coming	good
528.0	High Dive	Maria McKee	22-Apr-03	81.0	http://dbpedia.org/resource/High_Dive	good
529.0	Hold On Now, Youngster	Los Campesinos!	1-Apr-08	81.0	http://dbpedia.org/resource/Hold_on_Now,_Youngster	good
530.0	I Learned The Hard Way	Sharon Jones & the Dap-Kings	6-Apr-10	81.0	http://dbpedia.org/resource/I_Learned_the_Hard_Way	good
531.0	I Phantom	Mr. Lif	17-Sep-02	81.0	http://dbpedia.org/resource/I_Phantom	good
532.0	I Speak Because I Can	Laura Marling	6-Apr-10	81.0	http://dbpedia.org/resource/I_Speak_Because_I_Can	good
533.0	Imperial Wax Solvent	The Fall	28-Apr-08	81.0	http://dbpedia.org/resource/Imperial_Wax_Solvent	good
534.0	James Blake	James Blake	22-Mar-11	81.0	http://dbpedia.org/resource/James_Blake_(album)	good
535.0	July Flame	Laura Veirs	12-Jan-10	81.0	http://dbpedia.org/resource/July_Flame	good
536.0	Less Than Human	The Juan MacLean	9-Aug-05	81.0	http://dbpedia.org/resource/Less_Than_Human_(album)	good
537.0	Life is Good	Nas	17-Jul-12	81.0	http://dbpedia.org/resource/Life_Is_Good_(Nas_album)	good
538.0	Live At Shea Stadium [Live]	The Clash	7-Oct-08	81.0	http://dbpedia.org/resource/Live_at_Shea_Stadium	good
539.0	Love Remains	How to Dress Well	19-Oct-10	81.0	http://dbpedia.org/resource/Love_Remains	good
540.0	Love Travels At Illegal Speeds	Graham Coxon	13-Mar-06	81.0	http://dbpedia.org/resource/Love_Travels_at_Illegal_Speeds	good
541.0	Magnificent City	Aceyalone	7-Feb-06	81.0	http://dbpedia.org/resource/Magnificent_City	good
542.0	Maraqopa	Damien Jurado	20-Feb-12	81.0	http://dbpedia.org/resource/Maraqopa	good
543.0	Marnie Stern	Marnie Stern	5-Oct-10	81.0	http://dbpedia.org/resource/Marnie_Stern_(album)	good
544.0	Metals	Feist	4-Oct-11	81.0	http://dbpedia.org/resource/Metals_(album)	good
545.0	Microcastle	Deerhunter	28-Oct-08	81.0	http://dbpedia.org/resource/Microcastle	good
546.0	Mikal Cronin	Mikal Cronin	20-Sep-11	81.0	http://dbpedia.org/resource/Mikal_Cronin_(album)	good
547.0	MM..Food	MF Doom	16-Nov-04	81.0	http://dbpedia.org/resource/Mm.._Food	good
548.0	Music Sounds Better With You	Acid House Kings	22-Mar-11	81.0	http://dbpedia.org/resource/Music_Sounds_Better_with_You_(album)	good
549.0	New Leaves	Owen	22-Sep-09	81.0	http://dbpedia.org/resource/New_Leaves	good
550.0	Now You Are One Of Us	The Paper Chase	6-Jun-06	81.0	http://dbpedia.org/resource/Now_You_Are_One_of_Us	good
551.0	Nuclear Daydream	Joseph Arthur	19-Sep-06	81.0	http://dbpedia.org/resource/Nuclear_Daydream	good
552.0	Parting the Sea Between Brightness and Me	Touche Amore	7-Jun-11	81.0	http://dbpedia.org/resource/Parting_the_Sea_Between_Brightness_and_Me	good
553.0	Penance Soiree	The Icarus Line	4-May-04	81.0	http://dbpedia.org/resource/Penance_Soiree	good
554.0	Picaresque	The Decemberists	22-Mar-05	81.0	http://dbpedia.org/resource/Picaresque_(album)	good
555.0	Post-War	M. Ward	22-Aug-06	81.0	http://dbpedia.org/resource/Post-War	good
556.0	Psychic Chasms	Neon Indian	13-Oct-09	81.0	http://dbpedia.org/resource/Psychic_Chasms	good
557.0	Public Strain	Women	28-Sep-10	81.0	http://dbpedia.org/resource/Public_Strain	good
558.0	Recitation	Envy	12-Oct-10	81.0	http://dbpedia.org/resource/Recitation_(album)	good
559.0	Paramore	Paramore	9-Apr-13	81.0	http://dbpedia.org/resource/Riot!	good
560.0	Rubber Factory	The Black Keys	7-Sep-04	81.0	http://dbpedia.org/resource/Rubber_Factory	good
561.0	Scissor Sisters	Scissor Sisters	27-Jul-04	81.0	http://dbpedia.org/resource/Scissor_Sisters_(album)	good
562.0	Set Yourself On Fire	Stars	8-Mar-05	81.0	http://dbpedia.org/resource/Set_Yourself_on_Fire	good
563.0	Blue Smoke	Dolly Parton	13-May-14	81.0	http://dbpedia.org/resource/Sha-Kon-O-Hey!_Land_of_Blue_Smoke	good
564.0	Shut Up I Am Dreaming	Sunset Rubdown	2-May-06	81.0	http://dbpedia.org/resource/Shut_Up_I_Am_Dreaming	good
565.0	Signal Morning	Circulatory System	8-Sep-09	81.0	http://dbpedia.org/resource/Signal_Morning	good
566.0	Sing The Sorrow	AFI	11-Mar-03	81.0	http://dbpedia.org/resource/Sing_the_Sorrow	good
567.0	So Runs The World Away	Josh Ritter	4-May-10	81.0	http://dbpedia.org/resource/So_Runs_the_World_Away	good
568.0	Someone To Drive You Home	The Long Blondes	5-Jun-07	81.0	http://dbpedia.org/resource/Someone_to_Drive_You_Home	good
569.0	Songs In Red And Gray	Suzanne Vega	25-Sep-01	81.0	http://dbpedia.org/resource/Songs_in_Red_and_Gray	good
570.0	St. Elsewhere	Gnarls Barkley	9-May-06	81.0	http://dbpedia.org/resource/St._Elsewhere_(album)	good
571.0	Storm Corrosion	Storm Corrosion	8-May-12	81.0	http://dbpedia.org/resource/Storm_Corrosion_(album)	good
572.0	Summer Of The Shark	Portastatic	8-Apr-03	81.0	http://dbpedia.org/resource/Summer_of_the_Shark_(album)	good
573.0	Sunny Border Blue	Kristin Hersh	6-Mar-01	81.0	http://dbpedia.org/resource/Sunny_Border_Blue	good
574.0	Sweet Heart Sweet Light	Spiritualized	17-Apr-12	81.0	http://dbpedia.org/resource/Sweet_Heart_Sweet_Light	good
575.0	Sycamore Meadows	Butch Walker	11-Nov-08	81.0	http://dbpedia.org/resource/Sycamore_Meadows	good
576.0	Systems/Layers	Rachel's	7-Oct-03	81.0	http://dbpedia.org/resource/Systems/Layers	good
577.0	TSOL	Shad	5-Oct-10	81.0	http://dbpedia.org/resource/TSOL_(album)	good
578.0	Tanglewood Numbers	Silver Jews	18-Oct-05	81.0	http://dbpedia.org/resource/Tanglewood_Numbers	good
579.0	Tears Of The Valedictorian	Frog Eyes	1-May-07	81.0	http://dbpedia.org/resource/Tears_of_the_Valedictorian	good
580.0	That Lonesome Song	Jamey Johnson	5-Aug-08	81.0	http://dbpedia.org/resource/That_Lonesome_Song	good
581.0	The Boxing Mirror	Alejandro Escovedo	2-May-06	81.0	http://dbpedia.org/resource/The_Boxing_Mirror	good
582.0	The Color Spectrum	The Dear Hunter	14-Jun-11	81.0	http://dbpedia.org/resource/The_Color_Spectrum	good
583.0	The Coral	The Coral	4-Mar-03	81.0	http://dbpedia.org/resource/The_Coral_(album)	good
584.0	The Covers Record	Cat Power	21-Mar-00	81.0	http://dbpedia.org/resource/The_Covers_Record	good
585.0	The Ecstatic	Mos Def	9-Jun-09	81.0	http://dbpedia.org/resource/The_Ecstatic	good
586.0	The Evangelist	Robert Forster	29-Apr-08	81.0	http://dbpedia.org/resource/The_Evangelist	good
587.0	The Lion's Roar	First Aid Kit	24-Jan-12	81.0	http://dbpedia.org/resource/The_Lion's_Roar_(album)	good
588.0	The Lost Tapes	Nas	24-Sep-02	81.0	http://dbpedia.org/resource/The_Lost_Tapes	good
589.0	The Milk Of Human Kindness	Caribou	3-May-05	81.0	http://dbpedia.org/resource/The_Milk_of_Human_Kindness	good
590.0	The Money Store	Death Grips	24-Apr-12	81.0	http://dbpedia.org/resource/The_Money_Store_(album)	good
591.0	The Noise Made By People	Broadcast	18-Apr-00	81.0	http://dbpedia.org/resource/The_Noise_Made_by_People	good
592.0	The Obliterati	Mission of Burma	23-May-06	81.0	http://dbpedia.org/resource/The_Obliterati	good
593.0	The Old Kit Bag	Richard Thompson	6-May-03	81.0	http://dbpedia.org/resource/The_Old_Kit_Bag	good
594.0	The Powerless Rise	As I Lay Dying	11-May-10	81.0	http://dbpedia.org/resource/The_Powerless_Rise	good
595.0	The Private Press	DJ Shadow	4-Jun-02	81.0	http://dbpedia.org/resource/The_Private_Press	good
596.0	The Rose Has Teeth In The Mouth Of A Beast	Matmos	9-May-06	81.0	http://dbpedia.org/resource/The_Rose_Has_Teeth_in_the_Mouth_of_a_Beast	good
597.0	The Shadow Of An Empire	Fionn Regan	8-Feb-10	81.0	http://dbpedia.org/resource/The_Shadow_of_an_Empire	good
598.0	The Sophtware Slump	Grandaddy	7-Nov-00	81.0	http://dbpedia.org/resource/The_Sophtware_Slump	good
599.0	These Are The Vistas	The Bad Plus	11-Feb-03	81.0	http://dbpedia.org/resource/These_Are_the_Vistas	good
600.0	This Is My Demo	Sway	6-Feb-06	81.0	http://dbpedia.org/resource/This_Is_My_Demo	good
601.0	Through The Windowpane	Guillemots	10-Jul-06	81.0	http://dbpedia.org/resource/Through_the_Windowpane	good
602.0	Time* Sex* Love*	Mary Chapin Carpenter	29-May-01	81.0	http://dbpedia.org/resource/Time*_Sex*_Love*	good
603.0	Torture	Cannibal Corpse	13-Mar-12	81.0	http://dbpedia.org/resource/Torture_(album)	good
604.0	Transcendental Youth	The Mountain Goats	2-Oct-12	81.0	http://dbpedia.org/resource/Transcendental_Youth	good
605.0	Turn On The Bright Lights	Interpol	20-Aug-02	81.0	http://dbpedia.org/resource/Turn_on_the_Bright_Lights	good
606.0	WIXIW	Liars	5-Jun-12	81.0	http://dbpedia.org/resource/WIXIW	good
607.0	Wonderful Rainbow	Lightning Bolt	4-Mar-03	81.0	http://dbpedia.org/resource/Wonderful_Rainbow	good
608.0	You In Reverse	Built To Spill	11-Apr-06	81.0	http://dbpedia.org/resource/You_in_Reverse	good
609.0	Your Future Our Clutter	The Fall	4-May-10	81.0	http://dbpedia.org/resource/Your_Future_Our_Clutter	good
610.0	Yuck	Yuck	15-Feb-11	81.0	http://dbpedia.org/resource/Yuck_(album)	good
611.0	100 Proof	Kellie Pickler	24-Jan-12	80.0	http://dbpedia.org/resource/100_Proof_(album)	good
612.0	13 & God	13 & God	3-May-05	80.0	http://dbpedia.org/resource/13_&_God_(album)	good
613.0	A Chance To Cut Is A Chance To Cure	Matmos	13-Mar-01	80.0	http://dbpedia.org/resource/A_Chance_to_Cut_Is_a_Chance_to_Cure	good
614.0	A Lifetime Of Temporary Relief	Low	20-Jul-04	80.0	http://dbpedia.org/resource/A_Lifetime_of_Temporary_Relief:_10_Years_of_B-Sides_and_Rarities	good
615.0	A Little Deeper	Ms. Dynamite	11-Mar-03	80.0	http://dbpedia.org/resource/A_Little_Deeper	good
616.0	A Place To Bury Strangers	A Place to Bury Strangers	7-Aug-07	80.0	http://dbpedia.org/resource/A_Place_to_Bury_Strangers_(album)	good
617.0	A Rush Of Blood To The Head	Coldplay	27-Aug-02	80.0	http://dbpedia.org/resource/A_Rush_of_Blood_to_the_Head	good
618.0	Akron/Family	Akron/Family	22-Mar-05	80.0	http://dbpedia.org/resource/Akron/Family_(album)	good
619.0	All Is Dream	Mercury Rev	11-Sep-01	80.0	http://dbpedia.org/resource/All_Is_Dream	good
620.0	All Of A Sudden I Miss Everyone	Explosions in the Sky	20-Feb-07	80.0	http://dbpedia.org/resource/All_of_a_Sudden_I_Miss_Everyone	good
621.0	American III: Solitary Man	Johnny Cash	17-Oct-00	80.0	http://dbpedia.org/resource/American_III:_Solitary_Man	good
622.0	American Slang	The Gaslight Anthem	15-Jun-10	80.0	http://dbpedia.org/resource/American_Slang	good
623.0	Ancient Melodies Of The Future	Built To Spill	10-Jul-01	80.0	http://dbpedia.org/resource/Ancient_Melodies_of_the_Future	good
624.0	Anna Calvi	Anna Calvi	1-Mar-11	80.0	http://dbpedia.org/resource/Anna_Calvi_(album)	good
625.0	Antics	Interpol	28-Sep-04	80.0	http://dbpedia.org/resource/Antics_(album)	good
626.0	Antifogmatic	Punch Brothers	15-Jun-10	80.0	http://dbpedia.org/resource/Antifogmatic	good
627.0	Arabia Mountain	Black Lips	7-Jun-11	80.0	http://dbpedia.org/resource/Arabia_Mountain_(album)	good
628.0	Awfully Deep	Roots Manuva	19-Apr-05	80.0	http://dbpedia.org/resource/Awfully_Deep	good
629.0	Begin To Hope	Regina Spektor	13-Jun-06	80.0	http://dbpedia.org/resource/Begin_to_Hope	good
630.0	Blue Boy	Ron Sexsmith	5-Jun-01	80.0	http://dbpedia.org/resource/Blue_Boy_(album)	good
631.0	Bootleg: Detroit	Morphine	26-Sep-00	80.0	http://dbpedia.org/resource/Bootleg_Detroit	good
632.0	Break It Yourself	Andrew Bird	6-Mar-12	80.0	http://dbpedia.org/resource/Break_It_Yourself	good
633.0	Breaking Kayfabe	Cadence Weapon	28-Nov-06	80.0	http://dbpedia.org/resource/Breaking_Kayfabe	good
634.0	Candylion	Gruff Rhys	6-Mar-07	80.0	http://dbpedia.org/resource/Candylion	good
635.0	Cedars	Clearlake	21-Oct-03	80.0	http://dbpedia.org/resource/Cedars_(album)	good
636.0	Citrus	Asobi Seksu	30-May-06	80.0	http://dbpedia.org/resource/Citrus_(album)	good
637.0	Confessions On A Dance Floor	Madonna	15-Nov-05	80.0	http://dbpedia.org/resource/Confessions_on_a_Dance_Floor	good
638.0	Dangerous Magical Noise	The Dirtbombs	4-Nov-03	80.0	http://dbpedia.org/resource/Dangerous_Magical_Noise	good
639.0	Death Is This Communion	High on Fire	18-Sep-07	80.0	http://dbpedia.org/resource/Death_Is_This_Communion	good
640.0	Denies The Day's Demise	Daedelus	9-May-06	80.0	http://dbpedia.org/resource/Denies_the_Day's_Demise	good
641.0	Destroy Rock & Roll	Mylo	7-Feb-06	80.0	http://dbpedia.org/resource/Destroy_Rock_&_Roll	good
642.0	Dirt Farmer	Levon Helm	30-Oct-07	80.0	http://dbpedia.org/resource/Dirt_Farmer	good
643.0	Django Django	Django Django	30-Jan-12	80.0	http://dbpedia.org/resource/Django_Django_(album)	good
644.0	Down The Way	Angus & Julia Stone	30-Mar-10	80.0	http://dbpedia.org/resource/Down_the_Way	good
645.0	Dye It Blonde	Smith Westerns	18-Jan-11	80.0	http://dbpedia.org/resource/Dye_It_Blonde	good
646.0	Earthly Delights	Lightning Bolt	27-Oct-09	80.0	http://dbpedia.org/resource/Earthly_Delights_(album)	good
647.0	Electric Circus	Common	10-Dec-02	80.0	http://dbpedia.org/resource/Electric_Circus_(album)	good
648.0	Electronic Dream	AraabMuzik	14-Jun-11	80.0	http://dbpedia.org/resource/Electronic_Dream	good
649.0	Everything in Between	No Age	28-Sep-10	80.0	http://dbpedia.org/resource/Everything_in_Between_(No_Age_album)	good
650.0	Fabulous Muscles	Xiu Xiu	17-Feb-04	80.0	http://dbpedia.org/resource/Fabulous_Muscles	good
651.0	Fall Heads Roll	The Fall	4-Oct-05	80.0	http://dbpedia.org/resource/Fall_Heads_Roll	good
652.0	Fin	John Talabot	14-Feb-12	80.0	http://dbpedia.org/resource/Fin_(album)	good
653.0	Five Serpent's Teeth	Evile	18-Oct-11	80.0	http://dbpedia.org/resource/Five_Serpent's_Teeth	good
654.0	Furr	Blitzen Trapper	23-Sep-08	80.0	http://dbpedia.org/resource/Furr	good
655.0	God Hates Us All	Slayer	11-Sep-01	80.0	http://dbpedia.org/resource/God_Hates_Us_All	good
656.0	Goodbye Bread	Ty Segall	21-Jun-11	80.0	http://dbpedia.org/resource/Goodbye_Bread	good
657.0	Gorilla Manor	Local Natives	16-Feb-10	80.0	http://dbpedia.org/resource/Gorilla_Manor	good
658.0	Gulag Orkestar	Beirut	9-May-06	80.0	http://dbpedia.org/resource/Gulag_Orkestar	good
659.0	Half The Perfect World	Madeleine Peyroux	12-Sep-06	80.0	http://dbpedia.org/resource/Half_the_Perfect_World	good
660.0	Happy New Year	Oneida	11-Jul-06	80.0	http://dbpedia.org/resource/Happy_New_Year_(album)	good
661.0	Hey Hey My My Yo Yo	Junior Senior	14-Aug-07	80.0	http://dbpedia.org/resource/Hey_Hey_My_My_Yo_Yo	good
662.0	Hissing Fauna, Are You The Destroyer?	Of Montreal	23-Jan-07	80.0	http://dbpedia.org/resource/Hissing_Fauna,_Are_You_the_Destroyer%3F	good
663.0	Humming By The Flowered Vine	Laura Cantrell	21-Jun-05	80.0	http://dbpedia.org/resource/Humming_by_the_Flowered_Vine	good
664.0	I'll Be Lightning	Liam Finn	22-Jan-08	80.0	http://dbpedia.org/resource/I'll_Be_Lightning	good
665.0	I'll Sleep When You're Dead	El-P	20-Mar-07	80.0	http://dbpedia.org/resource/I'll_Sleep_When_You're_Dead	good
666.0	IRM	Charlotte Gainsbourg	26-Jan-10	80.0	http://dbpedia.org/resource/IRM_(album)	good
667.0	Icky Thump	The White Stripes	19-Jun-07	80.0	http://dbpedia.org/resource/Icky_Thump	good
668.0	In and Out of Youth and Lightness	Young Widows	12-Apr-11	80.0	http://dbpedia.org/resource/In_and_Out_of_Youth_and_Lightness	good
669.0	Infiniheart	Chad VanGaalen	23-Aug-05	80.0	http://dbpedia.org/resource/Infiniheart	good
670.0	Jim Noir	Jim Noir	8-Apr-08	80.0	http://dbpedia.org/resource/Jim_Noir_(album)	good
671.0	Keep It Hid	Dan Auerbach	10-Feb-09	80.0	http://dbpedia.org/resource/Keep_It_Hid	good
672.0	Kid A	Radiohead	3-Oct-00	80.0	http://dbpedia.org/resource/Kid_A	good
673.0	Kill For Love	Chromatics	27-Mar-12	80.0	http://dbpedia.org/resource/Kill_for_Love	good
674.0	Last Days Of Wonder	The Handsome Family	13-Jun-06	80.0	http://dbpedia.org/resource/Last_Days_of_Wonder	good
675.0	Le Noise	Neil Young	28-Sep-10	80.0	http://dbpedia.org/resource/Le_Noise	good
676.0	Life Cycles	The Word Alive	3-Jul-12	80.0	http://dbpedia.org/resource/Life_Cycles_(album)	good
677.0	Lord of the Birdcage	Robert Pollard	31-May-11	80.0	http://dbpedia.org/resource/Lord_of_the_Birdcage	good
678.0	Lucky Shiner	Gold Panda	12-Oct-10	80.0	http://dbpedia.org/resource/Lucky_Shiner	good
679.0	Mama's Gun	Erykah Badu	21-Nov-00	80.0	http://dbpedia.org/resource/Mama's_Gun	good
680.0	Manafon	David Sylvian	15-Sep-09	80.0	http://dbpedia.org/resource/Manafon_(album)	good
681.0	Marissa Nadler	Marissa Nadler	14-Jun-11	80.0	http://dbpedia.org/resource/Marissa_Nadler_(album)	good
682.0	Martha Wainwright	Martha Wainwright	12-Apr-05	80.0	http://dbpedia.org/resource/Martha_Wainwright_(album)	good
683.0	Me First	The Elected	3-Feb-04	80.0	http://dbpedia.org/resource/Me_First_(album)	good
684.0	Mic Tyson	Sean Price	30-Oct-12	80.0	http://dbpedia.org/resource/Mic_Tyson	good
685.0	Midnight Souvenirs	Peter Wolf	6-Apr-10	80.0	http://dbpedia.org/resource/Midnight_Souvenirs	good
686.0	Miss Machine	The Dillinger Escape Plan	20-Jul-04	80.0	http://dbpedia.org/resource/Miss_Machine	good
687.0	Monday At The Hug & Pint	Arab Strap	22-Apr-03	80.0	http://dbpedia.org/resource/Monday_at_the_Hug_&_Pint	good
688.0	Monsters Of Folk	Monsters Of Folk	22-Sep-09	80.0	http://dbpedia.org/resource/Monsters_of_Folk_(album)	good
689.0	My Maudlin Career	Camera Obscura	21-Apr-09	80.0	http://dbpedia.org/resource/My_Maudlin_Career	good
690.0	Next Big Thing	Vince Gill	11-Feb-03	80.0	http://dbpedia.org/resource/Next_Big_Thing	good
691.0	Night Falls Over Kortedala	Jens Lekman	9-Oct-07	80.0	http://dbpedia.org/resource/Night_Falls_Over_Kortedala	good
692.0	Nothing Is Wrong	Dawes	7-Jun-11	80.0	http://dbpedia.org/resource/Nothing_Is_Wrong	good
693.0	Now Here Is Nowhere	Secret Machines	18-May-04	80.0	http://dbpedia.org/resource/Now_Here_Is_Nowhere	good
694.0	Odd Soul	MUTEMATH	4-Oct-11	80.0	http://dbpedia.org/resource/Odd_Soul	good
695.0	Offend Maggie	Deerhoof	7-Oct-08	80.0	http://dbpedia.org/resource/Offend_Maggie	good
696.0	Oh My God, Charlie Darwin	The Low Anthem	9-Jun-09	80.0	http://dbpedia.org/resource/Oh_My_God,_Charlie_Darwin	good
697.0	One Day As A Lion [EP]	One Day As A Lion	22-Jul-08	80.0	http://dbpedia.org/resource/One_Day_as_a_Lion_(EP)	good
698.0	Outside Closer	Hood	8-Feb-05	80.0	http://dbpedia.org/resource/Outside_Closer	good
699.0	Paul's Tomb: A Triumph	Frog Eyes	27-Apr-10	80.0	http://dbpedia.org/resource/Paul's_Tomb:_A_Triumph	good
